Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Sun, Apr 10, 2022",9:30p,Los Angeles Clippers,138,Oklahoma City Thunder,88,Los Angeles Clippers,"18,210"
"Sun, Apr 10, 2022",9:30p,New Orleans Pelicans,107,Golden State Warriors,128,Golden State Warriors,"16,595"
"Sun, Apr 10, 2022",9:30p,Phoenix Suns,109,Sacramento Kings,116,Sacramento Kings,"17,071"
"Sun, Apr 10, 2022",9:30p,Portland Trail Blazers,80,Utah Jazz,111,Utah Jazz,"18,123"
"Tue, Apr 12, 2022",7:00p,Brooklyn Nets,115,Cleveland Cavaliers,108,Brooklyn Nets,"17,732"
"Tue, Apr 12, 2022",9:30p,Minnesota Timberwolves,109,Los Angeles Clippers,104,Minnesota Timberwolves,"17,136"
"Wed, Apr 13, 2022",7:00p,Atlanta Hawks,132,Charlotte Hornets,103,Atlanta Hawks,"18,137"
"Wed, Apr 13, 2022",9:30p,New Orleans Pelicans,113,San Antonio Spurs,103,New Orleans Pelicans,"18,610"
"Fri, Apr 15, 2022",7:30p,Cleveland Cavaliers,101,Atlanta Hawks,107,Atlanta Hawks,"19,432"
"Fri, Apr 15, 2022",10:00p,Los Angeles Clippers,101,New Orleans Pelicans,105,New Orleans Pelicans,"19,068"
"Sat, Apr 16, 2022",1:00p,Dallas Mavericks,93,Utah Jazz,99,Utah Jazz,"20,013"
"Sat, Apr 16, 2022",3:30p,Memphis Grizzlies,117,Minnesota Timberwolves,130,Minnesota Timberwolves,"17,794"
"Sat, Apr 16, 2022",6:00p,Philadelphia 76ers,131,Toronto Raptors,111,Philadelphia 76ers,"20,610"
"Sat, Apr 16, 2022",8:30p,Golden State Warriors,123,Denver Nuggets,107,Golden State Warriors,"18,064"
"Sun, Apr 17, 2022",1:00p,Miami Heat,115,Atlanta Hawks,91,Miami Heat,"19,514"
"Sun, Apr 17, 2022",3:30p,Boston Celtics,115,Brooklyn Nets,114,Boston Celtics,"19,156"
"Sun, Apr 17, 2022",6:30p,Milwaukee Bucks,93,Chicago Bulls,86,Milwaukee Bucks,"17,717"
"Sun, Apr 17, 2022",9:00p,Phoenix Suns,110,New Orleans Pelicans,99,Phoenix Suns,"17,071"
"Mon, Apr 18, 2022",7:30p,Philadelphia 76ers,112,Toronto Raptors,97,Philadelphia 76ers,"20,974"
"Mon, Apr 18, 2022",8:30p,Dallas Mavericks,110,Utah Jazz,104,Dallas Mavericks,"20,113"
"Mon, Apr 18, 2022",10:00p,Golden State Warriors,126,Denver Nuggets,106,Golden State Warriors,"18,064"
"Tue, Apr 19, 2022",7:30p,Miami Heat,115,Atlanta Hawks,105,Miami Heat,"19,950"
"Tue, Apr 19, 2022",8:30p,Memphis Grizzlies,124,Minnesota Timberwolves,96,Memphis Grizzlies,"17,794"
"Tue, Apr 19, 2022",10:00p,Phoenix Suns,114,New Orleans Pelicans,125,New Orleans Pelicans,"17,071"
"Wed, Apr 20, 2022",7:00p,Boston Celtics,114,Brooklyn Nets,107,Boston Celtics,"19,156"
"Wed, Apr 20, 2022",8:00p,Toronto Raptors,101,Philadelphia 76ers,104,Philadelphia 76ers,"19,800"
"Wed, Apr 20, 2022",9:30p,Milwaukee Bucks,110,Chicago Bulls,114,Chicago Bulls,"17,688"
"Thu, Apr 21, 2022",7:30p,Minnesota Timberwolves,95,Memphis Grizzlies,104,Memphis Grizzlies,"19,634"
"Thu, Apr 21, 2022",9:00p,Utah Jazz,118,Dallas Mavericks,126,Dallas Mavericks,"18,306"
"Thu, Apr 21, 2022",10:00p,Denver Nuggets,113,Golden State Warriors,118,Golden State Warriors,"19,627"
"Fri, Apr 22, 2022",7:45p,Atlanta Hawks,111,Miami Heat,110,Atlanta Hawks,"18,421"
"Fri, Apr 22, 2022",8:30p,Chicago Bulls,81,Milwaukee Bucks,111,Milwaukee Bucks,"22,667"
"Fri, Apr 22, 2022",10:00p,New Orleans Pelicans,111,Phoenix Suns,114,Phoenix Suns,"18,962"
"Sat, Apr 23, 2022",2:00p,Toronto Raptors,110,Philadelphia 76ers,102,Toronto Raptors,"19,800"
"Sat, Apr 23, 2022",4:30p,Utah Jazz,100,Dallas Mavericks,99,Utah Jazz,"18,306"
"Sat, Apr 23, 2022",7:30p,Brooklyn Nets,103,Boston Celtics,109,Boston Celtics,"18,175"
"Sat, Apr 23, 2022",10:00p,Minnesota Timberwolves,119,Memphis Grizzlies,118,Minnesota Timberwolves,"19,832"
"Sun, Apr 24, 2022",1:00p,Chicago Bulls,95,Milwaukee Bucks,119,Milwaukee Bucks,"22,020"
"Sun, Apr 24, 2022",3:30p,Denver Nuggets,126,Golden State Warriors,121,Denver Nuggets,"19,628"
"Sun, Apr 24, 2022",7:00p,Atlanta Hawks,86,Miami Heat,110,Miami Heat,"18,951"
"Sun, Apr 24, 2022",9:30p,New Orleans Pelicans,118,Phoenix Suns,103,New Orleans Pelicans,"18,962"
"Mon, Apr 25, 2022",7:00p,Brooklyn Nets,112,Boston Celtics,116,Boston Celtics,"18,099"
"Mon, Apr 25, 2022",8:00p,Philadelphia 76ers,88,Toronto Raptors,103,Toronto Raptors,"20,517"
"Mon, Apr 25, 2022",9:30p,Dallas Mavericks,102,Utah Jazz,77,Dallas Mavericks,"20,577"
"Tue, Apr 26, 2022",7:00p,Miami Heat,97,Atlanta Hawks,94,Miami Heat,"19,553"
"Tue, Apr 26, 2022",7:30p,Memphis Grizzlies,111,Minnesota Timberwolves,109,Memphis Grizzlies,"17,794"
"Tue, Apr 26, 2022",10:00p,Phoenix Suns,112,New Orleans Pelicans,97,Phoenix Suns,"17,071"
"Wed, Apr 27, 2022",7:30p,Milwaukee Bucks,116,Chicago Bulls,100,Milwaukee Bucks,"17,506"
"Wed, Apr 27, 2022",10:00p,Golden State Warriors,102,Denver Nuggets,98,Golden State Warriors,"18,064"
"Thu, Apr 28, 2022",7:00p,Toronto Raptors,97,Philadelphia 76ers,132,Philadelphia 76ers,"19,800"
"Thu, Apr 28, 2022",7:30p,New Orleans Pelicans,109,Phoenix Suns,115,Phoenix Suns,"18,710"
"Thu, Apr 28, 2022",10:00p,Utah Jazz,96,Dallas Mavericks,98,Dallas Mavericks,"18,306"
"Fri, Apr 29, 2022",9:00p,Minnesota Timberwolves,106,Memphis Grizzlies,114,Memphis Grizzlies,"20,323"
"Sun, May 1, 2022",1:00p,Boston Celtics,89,Milwaukee Bucks,101,Milwaukee Bucks,"19,156"
"Sun, May 1, 2022",3:30p,Memphis Grizzlies,116,Golden State Warriors,117,Golden State Warriors,"17,794"
"Mon, May 2, 2022",7:30p,Miami Heat,106,Philadelphia 76ers,92,Miami Heat,"19,620"
"Mon, May 2, 2022",10:00p,Phoenix Suns,121,Dallas Mavericks,114,Phoenix Suns,"17,071"
"Tue, May 3, 2022",7:00p,Boston Celtics,109,Milwaukee Bucks,86,Boston Celtics,"19,156"
"Tue, May 3, 2022",9:30p,Memphis Grizzlies,106,Golden State Warriors,101,Memphis Grizzlies,"17,794"
"Wed, May 4, 2022",7:30p,Miami Heat,119,Philadelphia 76ers,103,Miami Heat,"19,759"
"Wed, May 4, 2022",10:00p,Phoenix Suns,129,Dallas Mavericks,109,Phoenix Suns,"17,071"
"Fri, May 6, 2022",7:00p,Philadelphia 76ers,99,Miami Heat,79,Philadelphia 76ers,"21,033"
"Fri, May 6, 2022",9:30p,Dallas Mavericks,103,Phoenix Suns,94,Dallas Mavericks,"20,777"
"Sat, May 7, 2022",3:30p,Milwaukee Bucks,103,Boston Celtics,101,Milwaukee Bucks,"17,736"
"Sat, May 7, 2022",8:30p,Golden State Warriors,142,Memphis Grizzlies,112,Golden State Warriors,"18,064"
"Sun, May 8, 2022",3:30p,Dallas Mavericks,111,Phoenix Suns,101,Dallas Mavericks,"20,610"
"Sun, May 8, 2022",8:00p,Philadelphia 76ers,116,Miami Heat,108,Philadelphia 76ers,"21,194"
"Mon, May 9, 2022",7:30p,Milwaukee Bucks,108,Boston Celtics,116,Boston Celtics,"17,505"
"Mon, May 9, 2022",10:00p,Golden State Warriors,101,Memphis Grizzlies,98,Golden State Warriors,"18,064"
"Tue, May 10, 2022",7:30p,Miami Heat,120,Philadelphia 76ers,85,Miami Heat,"19,868"
"Tue, May 10, 2022",10:00p,Phoenix Suns,110,Dallas Mavericks,80,Phoenix Suns,"17,071"
"Wed, May 11, 2022",7:00p,Boston Celtics,107,Milwaukee Bucks,110,Milwaukee Bucks,"19,156"
"Wed, May 11, 2022",9:30p,Memphis Grizzlies,134,Golden State Warriors,95,Memphis Grizzlies,"17,794"
"Thu, May 12, 2022",7:00p,Philadelphia 76ers,90,Miami Heat,99,Miami Heat,"21,082"
"Thu, May 12, 2022",9:30p,Dallas Mavericks,113,Phoenix Suns,86,Dallas Mavericks,"20,777"
"Fri, May 13, 2022",7:30p,Milwaukee Bucks,95,Boston Celtics,108,Boston Celtics,"17,681"
"Fri, May 13, 2022",10:00p,Golden State Warriors,110,Memphis Grizzlies,96,Golden State Warriors,"18,064"
"Sun, May 15, 2022",3:30p,Boston Celtics,109,Milwaukee Bucks,81,Boston Celtics,"19,156"
"Sun, May 15, 2022",8:00p,Phoenix Suns,90,Dallas Mavericks,123,Dallas Mavericks,"17,071"
"Tue, May 17, 2022",8:30p,Miami Heat,118,Boston Celtics,107,Miami Heat,"19,774"
"Wed, May 18, 2022",9:00p,Golden State Warriors,112,Dallas Mavericks,87,Golden State Warriors,"18,064"
"Thu, May 19, 2022",8:30p,Miami Heat,102,Boston Celtics,127,Boston Celtics,"20,100"
"Fri, May 20, 2022",9:00p,Golden State Warriors,126,Dallas Mavericks,117,Golden State Warriors,"18,064"
"Sat, May 21, 2022",8:30p,Boston Celtics,103,Miami Heat,109,Miami Heat,"19,156"
"Sun, May 22, 2022",9:00p,Dallas Mavericks,100,Golden State Warriors,109,Golden State Warriors,"20,813"
"Mon, May 23, 2022",8:30p,Boston Celtics,102,Miami Heat,82,Boston Celtics,"19,156"
"Tue, May 24, 2022",9:00p,Dallas Mavericks,119,Golden State Warriors,109,Dallas Mavericks,"20,810"
"Wed, May 25, 2022",8:30p,Miami Heat,80,Boston Celtics,93,Boston Celtics,"19,819"
"Thu, May 26, 2022",9:00p,Golden State Warriors,120,Dallas Mavericks,110,Golden State Warriors,"18,064"
"Fri, May 27, 2022",8:30p,Boston Celtics,103,Miami Heat,111,Miami Heat,"19,156"
"Sun, May 29, 2022",8:30p,Miami Heat,96,Boston Celtics,100,Boston Celtics,"20,200"
"Thu, Jun 2, 2022",9:00p,Golden State Warriors,108,Boston Celtics,120,Boston Celtics,"18,064"
"Sun, Jun 5, 2022",8:00p,Golden State Warriors,107,Boston Celtics,88,Golden State Warriors,"18,064"
"Wed, Jun 8, 2022",9:00p,Boston Celtics,116,Golden State Warriors,100,Boston Celtics,"19,156"
"Fri, Jun 10, 2022",9:00p,Boston Celtics,97,Golden State Warriors,107,Golden State Warriors,"19,156"
"Mon, Jun 13, 2022",9:00p,Golden State Warriors,104,Boston Celtics,94,Golden State Warriors,"18,064"
"Thu, Jun 16, 2022",9:00p,Boston Celtics,90,Golden State Warriors,103,Golden State Warriors,"19,156"
