Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Fri, Nov 1, 2013",7:00p,Washington Wizards,102,Philadelphia 76ers,109,Philadelphia 76ers,"17,160"
"Fri, Nov 1, 2013",7:30p,Atlanta Hawks,102,Toronto Raptors,95,Atlanta Hawks,"18,118"
"Fri, Nov 1, 2013",7:30p,Boston Celtics,98,Milwaukee Bucks,105,Milwaukee Bucks,"18,624"
"Fri, Nov 1, 2013",8:00p,Brooklyn Nets,101,Miami Heat,100,Brooklyn Nets,"17,732"
"Fri, Nov 1, 2013",8:00p,Houston Rockets,113,Dallas Mavericks,105,Houston Rockets,"18,142"
"Fri, Nov 1, 2013",8:00p,Memphis Grizzlies,111,Detroit Pistons,108,Memphis Grizzlies,"18,119"
"Fri, Nov 1, 2013",8:00p,Minnesota Timberwolves,100,Oklahoma City Thunder,81,Minnesota Timberwolves,"17,433"
"Fri, Nov 1, 2013",9:00p,Denver Nuggets,98,Portland Trail Blazers,113,Portland Trail Blazers,"19,155"
"Fri, Nov 1, 2013",10:00p,Phoenix Suns,87,Utah Jazz,84,Phoenix Suns,"14,662"
"Fri, Nov 1, 2013",10:00p,Sacramento Kings,101,Los Angeles Clippers,110,Los Angeles Clippers,"17,317"
"Fri, Nov 1, 2013",10:30p,Los Angeles Lakers,85,San Antonio Spurs,91,San Antonio Spurs,"18,997"
"Sat, Nov 2, 2013",7:00p,Indiana Pacers,89,Cleveland Cavaliers,74,Indiana Pacers,"16,242"
"Sat, Nov 2, 2013",7:30p,Philadelphia 76ers,107,Chicago Bulls,104,Philadelphia 76ers,"15,782"
"Sat, Nov 2, 2013",8:00p,New Orleans Pelicans,105,Charlotte Bobcats,84,New Orleans Pelicans,"15,232"
"Sat, Nov 2, 2013",8:30p,Dallas Mavericks,111,Memphis Grizzlies,99,Dallas Mavericks,"20,262"
"Sat, Nov 2, 2013",8:30p,Milwaukee Bucks,90,Toronto Raptors,97,Toronto Raptors,"16,046"
"Sat, Nov 2, 2013",9:00p,Utah Jazz,93,Houston Rockets,104,Houston Rockets,"19,498"
"Sat, Nov 2, 2013",10:00p,Portland Trail Blazers,115,San Antonio Spurs,105,Portland Trail Blazers,"20,028"
"Sat, Nov 2, 2013",10:30p,Golden State Warriors,98,Sacramento Kings,87,Golden State Warriors,"19,596"
"Sun, Nov 3, 2013",6:00p,Detroit Pistons,87,Boston Celtics,77,Detroit Pistons,"14,978"
"Sun, Nov 3, 2013",6:00p,Miami Heat,103,Washington Wizards,93,Miami Heat,"19,600"
"Sun, Nov 3, 2013",6:00p,Orlando Magic,107,Brooklyn Nets,86,Orlando Magic,"15,297"
"Sun, Nov 3, 2013",7:00p,Oklahoma City Thunder,103,Phoenix Suns,96,Oklahoma City Thunder,"18,203"
"Sun, Nov 3, 2013",7:30p,New York Knicks,100,Minnesota Timberwolves,109,Minnesota Timberwolves,"19,812"
"Sun, Nov 3, 2013",9:30p,Los Angeles Lakers,105,Atlanta Hawks,103,Los Angeles Lakers,"18,997"
"Mon, Nov 4, 2013",7:00p,Cleveland Cavaliers,93,Minnesota Timberwolves,92,Cleveland Cavaliers,"17,892"
"Mon, Nov 4, 2013",7:00p,Philadelphia 76ers,90,Golden State Warriors,110,Golden State Warriors,"11,089"
"Mon, Nov 4, 2013",8:00p,Memphis Grizzlies,95,Boston Celtics,88,Memphis Grizzlies,"15,872"
"Mon, Nov 4, 2013",10:30p,Los Angeles Clippers,137,Houston Rockets,118,Los Angeles Clippers,"19,404"
"Tue, Nov 5, 2013",7:00p,Toronto Raptors,95,Miami Heat,104,Miami Heat,"18,470"
"Tue, Nov 5, 2013",7:30p,Brooklyn Nets,104,Utah Jazz,88,Brooklyn Nets,"17,732"
"Tue, Nov 5, 2013",7:30p,Detroit Pistons,91,Indiana Pacers,99,Indiana Pacers,"13,401"
"Tue, Nov 5, 2013",7:30p,New York Knicks,97,Charlotte Bobcats,102,Charlotte Bobcats,"19,812"
"Tue, Nov 5, 2013",8:00p,New Orleans Pelicans,98,Phoenix Suns,104,Phoenix Suns,"13,404"
"Tue, Nov 5, 2013",8:30p,Dallas Mavericks,123,Los Angeles Lakers,104,Dallas Mavericks,"19,670"
"Tue, Nov 5, 2013",9:00p,Denver Nuggets,94,San Antonio Spurs,102,San Antonio Spurs,"15,721"
"Tue, Nov 5, 2013",10:00p,Portland Trail Blazers,101,Houston Rockets,116,Houston Rockets,"17,491"
"Tue, Nov 5, 2013",10:00p,Sacramento Kings,100,Atlanta Hawks,105,Atlanta Hawks,"13,506"
"Wed, Nov 6, 2013",7:00p,Charlotte Bobcats,92,Toronto Raptors,90,Charlotte Bobcats,"11,118"
"Wed, Nov 6, 2013",7:00p,Indiana Pacers,97,Chicago Bulls,80,Indiana Pacers,"18,165"
"Wed, Nov 6, 2013",7:00p,Orlando Magic,98,Los Angeles Clippers,90,Orlando Magic,"15,807"
"Wed, Nov 6, 2013",7:00p,Philadelphia 76ers,102,Washington Wizards,116,Washington Wizards,"10,117"
"Wed, Nov 6, 2013",7:30p,Boston Celtics,97,Utah Jazz,87,Boston Celtics,"17,130"
"Wed, Nov 6, 2013",8:00p,Memphis Grizzlies,84,New Orleans Pelicans,99,New Orleans Pelicans,"15,209"
"Wed, Nov 6, 2013",8:00p,Milwaukee Bucks,109,Cleveland Cavaliers,104,Milwaukee Bucks,"14,340"
"Wed, Nov 6, 2013",8:00p,Minnesota Timberwolves,93,Golden State Warriors,106,Golden State Warriors,"15,559"
"Wed, Nov 6, 2013",8:30p,San Antonio Spurs,99,Phoenix Suns,96,San Antonio Spurs,"17,870"
"Wed, Nov 6, 2013",9:30p,Oklahoma City Thunder,107,Dallas Mavericks,93,Oklahoma City Thunder,"18,203"
"Thu, Nov 7, 2013",7:00p,Miami Heat,102,Los Angeles Clippers,97,Miami Heat,"19,600"
"Thu, Nov 7, 2013",9:00p,Denver Nuggets,109,Atlanta Hawks,107,Denver Nuggets,"15,404"
"Thu, Nov 7, 2013",9:30p,Houston Rockets,98,Los Angeles Lakers,99,Los Angeles Lakers,"18,133"
"Fri, Nov 8, 2013",7:00p,Charlotte Bobcats,91,New York Knicks,101,New York Knicks,"16,465"
"Fri, Nov 8, 2013",7:00p,Indiana Pacers,91,Toronto Raptors,84,Indiana Pacers,"13,316"
"Fri, Nov 8, 2013",7:00p,Orlando Magic,89,Boston Celtics,91,Boston Celtics,"17,555"
"Fri, Nov 8, 2013",7:00p,Philadelphia 76ers,94,Cleveland Cavaliers,79,Philadelphia 76ers,"15,219"
"Fri, Nov 8, 2013",7:00p,Washington Wizards,112,Brooklyn Nets,108,Washington Wizards,"17,215"
"Fri, Nov 8, 2013",7:30p,Detroit Pistons,110,Oklahoma City Thunder,119,Oklahoma City Thunder,"15,624"
"Fri, Nov 8, 2013",8:00p,Chicago Bulls,97,Utah Jazz,73,Chicago Bulls,"21,946"
"Fri, Nov 8, 2013",8:00p,Minnesota Timberwolves,116,Dallas Mavericks,108,Minnesota Timberwolves,"13,677"
"Fri, Nov 8, 2013",8:00p,New Orleans Pelicans,96,Los Angeles Lakers,85,New Orleans Pelicans,"18,209"
"Fri, Nov 8, 2013",8:30p,San Antonio Spurs,76,Golden State Warriors,74,San Antonio Spurs,"18,581"
"Fri, Nov 8, 2013",9:00p,Phoenix Suns,114,Denver Nuggets,103,Phoenix Suns,"15,145"
"Fri, Nov 8, 2013",10:00p,Portland Trail Blazers,104,Sacramento Kings,91,Portland Trail Blazers,"17,627"
"Sat, Nov 9, 2013",7:00p,Toronto Raptors,115,Utah Jazz,91,Toronto Raptors,"17,211"
"Sat, Nov 9, 2013",7:30p,Atlanta Hawks,104,Orlando Magic,94,Atlanta Hawks,"15,189"
"Sat, Nov 9, 2013",7:30p,Brooklyn Nets,91,Indiana Pacers,96,Indiana Pacers,"17,732"
"Sat, Nov 9, 2013",7:30p,Cleveland Cavaliers,127,Philadelphia 76ers,125,Cleveland Cavaliers,"20,562"
"Sat, Nov 9, 2013",7:30p,Miami Heat,110,Boston Celtics,111,Boston Celtics,"19,710"
"Sat, Nov 9, 2013",8:00p,Houston Rockets,94,Los Angeles Clippers,107,Los Angeles Clippers,"18,108"
"Sat, Nov 9, 2013",8:00p,Memphis Grizzlies,108,Golden State Warriors,90,Memphis Grizzlies,"16,989"
"Sat, Nov 9, 2013",8:30p,Milwaukee Bucks,83,Dallas Mavericks,91,Dallas Mavericks,"16,448"
"Sat, Nov 9, 2013",10:00p,Sacramento Kings,85,Portland Trail Blazers,96,Portland Trail Blazers,"15,482"
"Sun, Nov 10, 2013",12:00p,New York Knicks,89,San Antonio Spurs,120,San Antonio Spurs,"19,812"
"Sun, Nov 10, 2013",7:00p,Oklahoma City Thunder,106,Washington Wizards,105,Oklahoma City Thunder,"18,203"
"Sun, Nov 10, 2013",8:00p,Phoenix Suns,101,New Orleans Pelicans,94,Phoenix Suns,"13,154"
"Sun, Nov 10, 2013",9:30p,Los Angeles Lakers,90,Minnesota Timberwolves,113,Minnesota Timberwolves,"18,997"
"Mon, Nov 11, 2013",7:00p,Charlotte Bobcats,94,Atlanta Hawks,103,Atlanta Hawks,"13,996"
"Mon, Nov 11, 2013",7:00p,Indiana Pacers,95,Memphis Grizzlies,79,Indiana Pacers,"13,130"
"Mon, Nov 11, 2013",7:00p,Philadelphia 76ers,85,San Antonio Spurs,109,San Antonio Spurs,"12,424"
"Mon, Nov 11, 2013",7:30p,Boston Celtics,120,Orlando Magic,105,Boston Celtics,"18,624"
"Mon, Nov 11, 2013",8:00p,Chicago Bulls,96,Cleveland Cavaliers,81,Chicago Bulls,"21,778"
"Mon, Nov 11, 2013",8:00p,Houston Rockets,110,Toronto Raptors,104,Houston Rockets,"18,134"
"Mon, Nov 11, 2013",9:00p,Utah Jazz,81,Denver Nuggets,100,Denver Nuggets,"16,866"
"Mon, Nov 11, 2013",10:00p,Portland Trail Blazers,109,Detroit Pistons,103,Portland Trail Blazers,"18,834"
"Mon, Nov 11, 2013",10:30p,Los Angeles Clippers,109,Minnesota Timberwolves,107,Los Angeles Clippers,"19,060"
"Tue, Nov 12, 2013",7:30p,Miami Heat,118,Milwaukee Bucks,95,Miami Heat,"19,600"
"Tue, Nov 12, 2013",8:30p,Dallas Mavericks,105,Washington Wizards,95,Dallas Mavericks,"19,627"
"Tue, Nov 12, 2013",10:30p,Golden State Warriors,113,Detroit Pistons,95,Golden State Warriors,"19,596"
"Tue, Nov 12, 2013",10:30p,Los Angeles Lakers,116,New Orleans Pelicans,95,Los Angeles Lakers,"18,426"
"Wed, Nov 13, 2013",7:00p,Orlando Magic,94,Milwaukee Bucks,91,Orlando Magic,"13,588"
"Wed, Nov 13, 2013",7:00p,Philadelphia 76ers,123,Houston Rockets,117,Philadelphia 76ers,"11,671"
"Wed, Nov 13, 2013",7:30p,Boston Celtics,83,Charlotte Bobcats,89,Charlotte Bobcats,"17,032"
"Wed, Nov 13, 2013",8:00p,Atlanta Hawks,91,New York Knicks,95,New York Knicks,"15,057"
"Wed, Nov 13, 2013",8:00p,Memphis Grizzlies,87,Toronto Raptors,103,Toronto Raptors,"15,971"
"Wed, Nov 13, 2013",8:00p,Minnesota Timberwolves,124,Cleveland Cavaliers,95,Minnesota Timberwolves,"14,978"
"Wed, Nov 13, 2013",8:30p,San Antonio Spurs,92,Washington Wizards,79,San Antonio Spurs,"18,581"
"Wed, Nov 13, 2013",9:00p,Denver Nuggets,111,Los Angeles Lakers,99,Denver Nuggets,"17,824"
"Wed, Nov 13, 2013",9:00p,Utah Jazz,111,New Orleans Pelicans,105,Utah Jazz,"16,717"
"Wed, Nov 13, 2013",10:00p,Portland Trail Blazers,90,Phoenix Suns,89,Portland Trail Blazers,"19,537"
"Wed, Nov 13, 2013",10:00p,Sacramento Kings,107,Brooklyn Nets,86,Sacramento Kings,"15,122"
"Wed, Nov 13, 2013",10:30p,Los Angeles Clippers,111,Oklahoma City Thunder,103,Los Angeles Clippers,"19,273"
"Thu, Nov 14, 2013",8:00p,New York Knicks,106,Houston Rockets,109,Houston Rockets,"19,812"
"Thu, Nov 14, 2013",10:30p,Golden State Warriors,116,Oklahoma City Thunder,115,Golden State Warriors,"19,596"
"Fri, Nov 15, 2013",7:00p,Indiana Pacers,104,Milwaukee Bucks,77,Indiana Pacers,"16,202"
"Fri, Nov 15, 2013",7:00p,Toronto Raptors,80,Chicago Bulls,96,Chicago Bulls,"19,800"
"Fri, Nov 15, 2013",7:30p,Atlanta Hawks,113,Philadelphia 76ers,103,Atlanta Hawks,"12,070"
"Fri, Nov 15, 2013",7:30p,Boston Celtics,96,Portland Trail Blazers,109,Portland Trail Blazers,"18,624"
"Fri, Nov 15, 2013",7:30p,Cleveland Cavaliers,80,Charlotte Bobcats,86,Charlotte Bobcats,"18,679"
"Fri, Nov 15, 2013",7:30p,Miami Heat,110,Dallas Mavericks,104,Miami Heat,"19,772"
"Fri, Nov 15, 2013",8:00p,Denver Nuggets,117,Minnesota Timberwolves,113,Denver Nuggets,"17,142"
"Fri, Nov 15, 2013",9:00p,Phoenix Suns,98,Brooklyn Nets,100,Brooklyn Nets,"15,984"
"Fri, Nov 15, 2013",9:00p,Utah Jazz,82,San Antonio Spurs,91,San Antonio Spurs,"17,530"
"Fri, Nov 15, 2013",10:30p,Los Angeles Lakers,86,Memphis Grizzlies,89,Memphis Grizzlies,"18,997"
"Fri, Nov 15, 2013",10:30p,Sacramento Kings,90,Detroit Pistons,97,Detroit Pistons,"17,317"
"Sat, Nov 16, 2013",7:00p,Charlotte Bobcats,81,Miami Heat,97,Miami Heat,"19,084"
"Sat, Nov 16, 2013",7:00p,Orlando Magic,100,Dallas Mavericks,108,Dallas Mavericks,"15,039"
"Sat, Nov 16, 2013",7:00p,Washington Wizards,96,Cleveland Cavaliers,103,Cleveland Cavaliers,"18,038"
"Sat, Nov 16, 2013",7:30p,New York Knicks,90,Atlanta Hawks,110,Atlanta Hawks,"19,812"
"Sat, Nov 16, 2013",8:00p,Chicago Bulls,110,Indiana Pacers,94,Chicago Bulls,"22,158"
"Sat, Nov 16, 2013",8:00p,Houston Rockets,122,Denver Nuggets,111,Houston Rockets,"18,147"
"Sat, Nov 16, 2013",8:00p,Minnesota Timberwolves,106,Boston Celtics,88,Minnesota Timberwolves,"15,111"
"Sat, Nov 16, 2013",8:00p,New Orleans Pelicans,135,Philadelphia 76ers,98,New Orleans Pelicans,"16,659"
"Sat, Nov 16, 2013",8:30p,Milwaukee Bucks,79,Oklahoma City Thunder,92,Oklahoma City Thunder,"15,984"
"Sat, Nov 16, 2013",10:30p,Golden State Warriors,102,Utah Jazz,88,Golden State Warriors,"19,596"
"Sat, Nov 16, 2013",10:30p,Los Angeles Clippers,110,Brooklyn Nets,103,Los Angeles Clippers,"19,349"
"Sun, Nov 17, 2013",1:00p,Toronto Raptors,110,Portland Trail Blazers,118,Portland Trail Blazers,"17,945"
"Sun, Nov 17, 2013",6:00p,Sacramento Kings,86,Memphis Grizzlies,97,Memphis Grizzlies,"15,630"
"Sun, Nov 17, 2013",9:30p,Los Angeles Lakers,114,Detroit Pistons,99,Los Angeles Lakers,"18,997"
"Mon, Nov 18, 2013",7:30p,Brooklyn Nets,98,Portland Trail Blazers,108,Portland Trail Blazers,"17,732"
"Mon, Nov 18, 2013",8:00p,Chicago Bulls,86,Charlotte Bobcats,81,Chicago Bulls,"21,628"
"Mon, Nov 18, 2013",8:00p,Oklahoma City Thunder,115,Denver Nuggets,113,Oklahoma City Thunder,"18,203"
"Mon, Nov 18, 2013",8:30p,Dallas Mavericks,97,Philadelphia 76ers,94,Dallas Mavericks,"19,790"
"Mon, Nov 18, 2013",9:00p,Utah Jazz,87,Golden State Warriors,98,Golden State Warriors,"16,051"
"Mon, Nov 18, 2013",10:30p,Los Angeles Clippers,102,Memphis Grizzlies,106,Memphis Grizzlies,"19,060"
"Tue, Nov 19, 2013",7:00p,Washington Wizards,104,Minnesota Timberwolves,100,Washington Wizards,"14,804"
"Tue, Nov 19, 2013",7:30p,Detroit Pistons,92,New York Knicks,86,Detroit Pistons,"13,213"
"Tue, Nov 19, 2013",7:30p,Miami Heat,104,Atlanta Hawks,88,Miami Heat,"19,600"
"Tue, Nov 19, 2013",8:00p,Houston Rockets,109,Boston Celtics,85,Houston Rockets,"18,232"
"Tue, Nov 19, 2013",10:00p,Sacramento Kings,107,Phoenix Suns,104,Sacramento Kings,"14,626"
"Wed, Nov 20, 2013",7:00p,Charlotte Bobcats,95,Brooklyn Nets,91,Charlotte Bobcats,"13,843"
"Wed, Nov 20, 2013",7:00p,Cleveland Cavaliers,91,Washington Wizards,98,Washington Wizards,"16,189"
"Wed, Nov 20, 2013",7:00p,New York Knicks,96,Indiana Pacers,103,Indiana Pacers,"19,812"
"Wed, Nov 20, 2013",7:00p,Orlando Magic,92,Miami Heat,120,Miami Heat,"17,256"
"Wed, Nov 20, 2013",7:00p,Philadelphia 76ers,98,Toronto Raptors,108,Toronto Raptors,"10,787"
"Wed, Nov 20, 2013",7:30p,Atlanta Hawks,93,Detroit Pistons,85,Atlanta Hawks,"13,167"
"Wed, Nov 20, 2013",8:00p,Milwaukee Bucks,82,Portland Trail Blazers,91,Portland Trail Blazers,"11,789"
"Wed, Nov 20, 2013",8:00p,Minnesota Timberwolves,98,Los Angeles Clippers,102,Los Angeles Clippers,"13,101"
"Wed, Nov 20, 2013",8:00p,New Orleans Pelicans,105,Utah Jazz,98,New Orleans Pelicans,"13,203"
"Wed, Nov 20, 2013",8:30p,San Antonio Spurs,104,Boston Celtics,93,San Antonio Spurs,"18,581"
"Wed, Nov 20, 2013",9:00p,Phoenix Suns,106,Sacramento Kings,113,Sacramento Kings,"12,705"
"Wed, Nov 20, 2013",9:30p,Dallas Mavericks,123,Houston Rockets,120,Dallas Mavericks,"20,045"
"Wed, Nov 20, 2013",10:30p,Golden State Warriors,81,Memphis Grizzlies,88,Memphis Grizzlies,"19,596"
"Thu, Nov 21, 2013",8:00p,Oklahoma City Thunder,105,Los Angeles Clippers,91,Oklahoma City Thunder,"18,203"
"Thu, Nov 21, 2013",10:30p,Denver Nuggets,97,Chicago Bulls,87,Denver Nuggets,"18,423"
"Fri, Nov 22, 2013",7:00p,Charlotte Bobcats,91,Phoenix Suns,98,Phoenix Suns,"14,916"
"Fri, Nov 22, 2013",7:00p,Philadelphia 76ers,115,Milwaukee Bucks,107,Philadelphia 76ers,"13,588"
"Fri, Nov 22, 2013",7:00p,Toronto Raptors,96,Washington Wizards,88,Toronto Raptors,"18,671"
"Fri, Nov 22, 2013",7:30p,Boston Celtics,82,Indiana Pacers,97,Indiana Pacers,"18,624"
"Fri, Nov 22, 2013",7:30p,Detroit Pistons,89,Atlanta Hawks,96,Atlanta Hawks,"13,467"
"Fri, Nov 22, 2013",8:00p,Memphis Grizzlies,86,San Antonio Spurs,102,San Antonio Spurs,"17,109"
"Fri, Nov 22, 2013",8:00p,Minnesota Timberwolves,111,Brooklyn Nets,81,Minnesota Timberwolves,"15,551"
"Fri, Nov 22, 2013",8:00p,New Orleans Pelicans,104,Cleveland Cavaliers,100,New Orleans Pelicans,"15,186"
"Fri, Nov 22, 2013",8:30p,Dallas Mavericks,103,Utah Jazz,93,Dallas Mavericks,"19,781"
"Fri, Nov 22, 2013",10:00p,Portland Trail Blazers,98,Chicago Bulls,95,Portland Trail Blazers,"20,618"
"Fri, Nov 22, 2013",10:30p,Los Angeles Lakers,102,Golden State Warriors,95,Los Angeles Lakers,"18,997"
"Sat, Nov 23, 2013",3:30p,Los Angeles Clippers,103,Sacramento Kings,102,Los Angeles Clippers,"19,060"
"Sat, Nov 23, 2013",7:00p,Indiana Pacers,106,Philadelphia 76ers,98,Indiana Pacers,"18,165"
"Sat, Nov 23, 2013",7:00p,Washington Wizards,98,New York Knicks,89,Washington Wizards,"18,089"
"Sat, Nov 23, 2013",7:30p,Atlanta Hawks,87,Boston Celtics,94,Boston Celtics,"15,189"
"Sat, Nov 23, 2013",7:30p,Miami Heat,101,Orlando Magic,99,Miami Heat,"19,647"
"Sat, Nov 23, 2013",8:00p,Houston Rockets,112,Minnesota Timberwolves,101,Houston Rockets,"18,196"
"Sat, Nov 23, 2013",8:30p,Milwaukee Bucks,72,Charlotte Bobcats,96,Charlotte Bobcats,"14,871"
"Sat, Nov 23, 2013",8:30p,San Antonio Spurs,126,Cleveland Cavaliers,96,San Antonio Spurs,"18,581"
"Sat, Nov 23, 2013",9:00p,Denver Nuggets,102,Dallas Mavericks,100,Denver Nuggets,"17,841"
"Sat, Nov 23, 2013",10:30p,Golden State Warriors,101,Portland Trail Blazers,113,Portland Trail Blazers,"19,596"
"Sun, Nov 24, 2013",2:00p,Brooklyn Nets,97,Detroit Pistons,109,Detroit Pistons,"17,732"
"Sun, Nov 24, 2013",3:30p,Los Angeles Clippers,121,Chicago Bulls,82,Los Angeles Clippers,"19,245"
"Sun, Nov 24, 2013",6:00p,Orlando Magic,96,Phoenix Suns,104,Phoenix Suns,"15,785"
"Sun, Nov 24, 2013",7:00p,Oklahoma City Thunder,95,Utah Jazz,73,Oklahoma City Thunder,"18,203"
"Sun, Nov 24, 2013",9:30p,Los Angeles Lakers,100,Sacramento Kings,86,Los Angeles Lakers,"18,997"
"Mon, Nov 25, 2013",7:00p,Charlotte Bobcats,86,Boston Celtics,96,Boston Celtics,"13,558"
"Mon, Nov 25, 2013",7:00p,Indiana Pacers,98,Minnesota Timberwolves,84,Indiana Pacers,"16,426"
"Mon, Nov 25, 2013",7:30p,Detroit Pistons,113,Milwaukee Bucks,94,Detroit Pistons,"12,150"
"Mon, Nov 25, 2013",7:30p,Miami Heat,107,Phoenix Suns,92,Miami Heat,"19,758"
"Mon, Nov 25, 2013",8:00p,Memphis Grizzlies,86,Houston Rockets,93,Houston Rockets,"15,246"
"Mon, Nov 25, 2013",8:30p,Dallas Mavericks,96,Denver Nuggets,110,Denver Nuggets,"19,677"
"Mon, Nov 25, 2013",8:30p,San Antonio Spurs,112,New Orleans Pelicans,93,San Antonio Spurs,"18,323"
"Mon, Nov 25, 2013",9:00p,Utah Jazz,89,Chicago Bulls,83,Utah Jazz,"18,936"
"Mon, Nov 25, 2013",10:00p,Portland Trail Blazers,102,New York Knicks,91,Portland Trail Blazers,"19,939"
"Tue, Nov 26, 2013",7:00p,Toronto Raptors,100,Brooklyn Nets,102,Brooklyn Nets,"16,421"
"Tue, Nov 26, 2013",7:00p,Washington Wizards,116,Los Angeles Lakers,111,Washington Wizards,"19,204"
"Tue, Nov 26, 2013",7:30p,Atlanta Hawks,92,Orlando Magic,109,Orlando Magic,"13,164"
"Tue, Nov 26, 2013",8:00p,New Orleans Pelicans,101,Golden State Warriors,102,Golden State Warriors,"15,330"
"Wed, Nov 27, 2013",7:00p,Charlotte Bobcats,74,Indiana Pacers,99,Indiana Pacers,"15,170"
"Wed, Nov 27, 2013",7:00p,Orlando Magic,105,Philadelphia 76ers,94,Orlando Magic,"15,839"
"Wed, Nov 27, 2013",7:30p,Boston Celtics,93,Memphis Grizzlies,100,Memphis Grizzlies,"17,319"
"Wed, Nov 27, 2013",7:30p,Brooklyn Nets,94,Los Angeles Lakers,99,Los Angeles Lakers,"17,732"
"Wed, Nov 27, 2013",7:30p,Cleveland Cavaliers,84,Miami Heat,95,Miami Heat,"20,562"
"Wed, Nov 27, 2013",7:30p,Detroit Pistons,79,Chicago Bulls,99,Chicago Bulls,"14,228"
"Wed, Nov 27, 2013",8:00p,Houston Rockets,113,Atlanta Hawks,84,Houston Rockets,"18,051"
"Wed, Nov 27, 2013",8:00p,Milwaukee Bucks,92,Washington Wizards,100,Washington Wizards,"11,584"
"Wed, Nov 27, 2013",8:00p,Minnesota Timberwolves,110,Denver Nuggets,117,Denver Nuggets,"14,244"
"Wed, Nov 27, 2013",8:00p,Oklahoma City Thunder,94,San Antonio Spurs,88,Oklahoma City Thunder,"18,203"
"Wed, Nov 27, 2013",8:30p,Dallas Mavericks,103,Golden State Warriors,99,Dallas Mavericks,"20,211"
"Wed, Nov 27, 2013",9:00p,Phoenix Suns,120,Portland Trail Blazers,106,Phoenix Suns,"12,731"
"Wed, Nov 27, 2013",10:30p,Los Angeles Clippers,93,New York Knicks,80,Los Angeles Clippers,"19,270"
"Fri, Nov 29, 2013",7:00p,Charlotte Bobcats,92,Milwaukee Bucks,76,Charlotte Bobcats,"15,081"
"Fri, Nov 29, 2013",7:00p,Orlando Magic,91,San Antonio Spurs,109,San Antonio Spurs,"15,159"
"Fri, Nov 29, 2013",7:00p,Toronto Raptors,83,Miami Heat,90,Miami Heat,"18,290"
"Fri, Nov 29, 2013",7:30p,Atlanta Hawks,88,Dallas Mavericks,87,Atlanta Hawks,"15,463"
"Fri, Nov 29, 2013",7:30p,Boston Celtics,103,Cleveland Cavaliers,86,Boston Celtics,"17,685"
"Fri, Nov 29, 2013",7:30p,Detroit Pistons,102,Los Angeles Lakers,106,Los Angeles Lakers,"15,202"
"Fri, Nov 29, 2013",8:00p,Houston Rockets,114,Brooklyn Nets,95,Houston Rockets,"18,138"
"Fri, Nov 29, 2013",8:00p,Indiana Pacers,93,Washington Wizards,73,Indiana Pacers,"18,165"
