Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Thu, Nov 8, 2012",10:30p,Portland Trail Blazers,90,Los Angeles Clippers,103,Los Angeles Clippers,"20,425"
"Fri, Nov 9, 2012",7:00p,Orlando Magic,68,Brooklyn Nets,107,Brooklyn Nets,"17,532"
"Fri, Nov 9, 2012",7:00p,Washington Wizards,91,Milwaukee Bucks,101,Milwaukee Bucks,"14,531"
"Fri, Nov 9, 2012",7:30p,Atlanta Hawks,89,Miami Heat,95,Miami Heat,"16,785"
"Fri, Nov 9, 2012",7:30p,Boston Celtics,100,Philadelphia 76ers,106,Philadelphia 76ers,"18,624"
"Fri, Nov 9, 2012",7:30p,New York Knicks,104,Dallas Mavericks,94,New York Knicks,"19,033"
"Fri, Nov 9, 2012",8:00p,Memphis Grizzlies,93,Houston Rockets,85,Memphis Grizzlies,"16,087"
"Fri, Nov 9, 2012",8:00p,Minnesota Timberwolves,96,Indiana Pacers,94,Minnesota Timberwolves,"18,222"
"Fri, Nov 9, 2012",8:00p,New Orleans Hornets,107,Charlotte Bobcats,99,New Orleans Hornets,"12,668"
"Fri, Nov 9, 2012",8:00p,Oklahoma City Thunder,105,Detroit Pistons,94,Oklahoma City Thunder,"18,203"
"Fri, Nov 9, 2012",9:00p,Phoenix Suns,107,Cleveland Cavaliers,105,Phoenix Suns,"15,236"
"Fri, Nov 9, 2012",10:00p,Sacramento Kings,86,San Antonio Spurs,97,San Antonio Spurs,"13,505"
"Fri, Nov 9, 2012",10:30p,Denver Nuggets,104,Utah Jazz,84,Denver Nuggets,"15,523"
"Fri, Nov 9, 2012",10:30p,Los Angeles Lakers,101,Golden State Warriors,77,Los Angeles Lakers,"18,997"
"Sat, Nov 10, 2012",7:00p,Indiana Pacers,89,Washington Wizards,85,Indiana Pacers,"12,036"
"Sat, Nov 10, 2012",7:00p,Toronto Raptors,83,Philadelphia 76ers,93,Philadelphia 76ers,"19,800"
"Sat, Nov 10, 2012",7:30p,Charlotte Bobcats,101,Dallas Mavericks,97,Charlotte Bobcats,"15,763"
"Sat, Nov 10, 2012",8:00p,Chicago Bulls,87,Minnesota Timberwolves,80,Chicago Bulls,"21,974"
"Sat, Nov 10, 2012",8:00p,Houston Rockets,96,Detroit Pistons,82,Houston Rockets,"15,037"
"Sat, Nov 10, 2012",8:30p,Milwaukee Bucks,92,Boston Celtics,96,Boston Celtics,"14,589"
"Sat, Nov 10, 2012",9:00p,Utah Jazz,94,Phoenix Suns,81,Utah Jazz,"19,100"
"Sat, Nov 10, 2012",10:00p,Portland Trail Blazers,109,San Antonio Spurs,112,San Antonio Spurs,"20,447"
"Sat, Nov 10, 2012",10:30p,Golden State Warriors,101,Denver Nuggets,107,Denver Nuggets,"19,596"
"Sun, Nov 11, 2012",3:00p,Brooklyn Nets,82,Orlando Magic,74,Brooklyn Nets,"16,523"
"Sun, Nov 11, 2012",3:30p,Los Angeles Clippers,89,Atlanta Hawks,76,Los Angeles Clippers,"19,060"
"Sun, Nov 11, 2012",6:00p,Memphis Grizzlies,104,Miami Heat,86,Memphis Grizzlies,"18,119"
"Sun, Nov 11, 2012",7:00p,Oklahoma City Thunder,106,Cleveland Cavaliers,91,Oklahoma City Thunder,"18,203"
"Sun, Nov 11, 2012",9:30p,Los Angeles Lakers,103,Sacramento Kings,90,Los Angeles Lakers,"18,997"
"Mon, Nov 12, 2012",7:00p,Philadelphia 76ers,96,Milwaukee Bucks,105,Milwaukee Bucks,"15,086"
"Mon, Nov 12, 2012",7:00p,Toronto Raptors,133,Utah Jazz,140,Utah Jazz,"18,230"
"Mon, Nov 12, 2012",7:30p,Detroit Pistons,90,Oklahoma City Thunder,92,Oklahoma City Thunder,"12,784"
"Mon, Nov 12, 2012",8:00p,Chicago Bulls,95,Boston Celtics,101,Boston Celtics,"21,712"
"Mon, Nov 12, 2012",8:00p,Houston Rockets,110,Miami Heat,113,Miami Heat,"18,041"
"Mon, Nov 12, 2012",8:30p,Dallas Mavericks,82,Minnesota Timberwolves,90,Minnesota Timberwolves,"19,322"
"Mon, Nov 12, 2012",9:00p,Phoenix Suns,110,Denver Nuggets,100,Phoenix Suns,"14,060"
"Mon, Nov 12, 2012",10:00p,Portland Trail Blazers,87,Atlanta Hawks,95,Atlanta Hawks,"19,095"
"Tue, Nov 13, 2012",7:00p,Charlotte Bobcats,92,Washington Wizards,76,Charlotte Bobcats,"11,139"
"Tue, Nov 13, 2012",7:00p,Indiana Pacers,72,Toronto Raptors,74,Toronto Raptors,"11,947"
"Tue, Nov 13, 2012",7:00p,Orlando Magic,89,New York Knicks,99,New York Knicks,"18,846"
"Tue, Nov 13, 2012",7:30p,Brooklyn Nets,114,Cleveland Cavaliers,101,Brooklyn Nets,"17,032"
"Tue, Nov 13, 2012",10:00p,Sacramento Kings,86,Portland Trail Blazers,103,Portland Trail Blazers,"10,153"
"Tue, Nov 13, 2012",10:30p,Los Angeles Lakers,82,San Antonio Spurs,84,San Antonio Spurs,"18,997"
"Wed, Nov 14, 2012",7:00p,Philadelphia 76ers,76,Detroit Pistons,94,Detroit Pistons,"11,879"
"Wed, Nov 14, 2012",7:30p,Boston Celtics,98,Utah Jazz,93,Boston Celtics,"18,624"
"Wed, Nov 14, 2012",8:00p,Houston Rockets,100,New Orleans Hornets,96,Houston Rockets,"14,535"
"Wed, Nov 14, 2012",8:00p,Milwaukee Bucks,99,Indiana Pacers,85,Milwaukee Bucks,"11,573"
"Wed, Nov 14, 2012",8:00p,Minnesota Timberwolves,87,Charlotte Bobcats,89,Charlotte Bobcats,"13,272"
"Wed, Nov 14, 2012",8:00p,Oklahoma City Thunder,97,Memphis Grizzlies,107,Memphis Grizzlies,"18,203"
"Wed, Nov 14, 2012",8:30p,Dallas Mavericks,107,Washington Wizards,101,Dallas Mavericks,"19,560"
"Wed, Nov 14, 2012",9:00p,Phoenix Suns,106,Chicago Bulls,112,Chicago Bulls,"15,305"
"Wed, Nov 14, 2012",10:30p,Golden State Warriors,92,Atlanta Hawks,88,Golden State Warriors,"18,107"
"Wed, Nov 14, 2012",10:30p,Los Angeles Clippers,107,Miami Heat,100,Los Angeles Clippers,"19,146"
"Thu, Nov 15, 2012",8:00p,Brooklyn Nets,102,Boston Celtics,97,Brooklyn Nets,"17,732"
"Thu, Nov 15, 2012",8:30p,San Antonio Spurs,100,New York Knicks,104,New York Knicks,"18,581"
"Thu, Nov 15, 2012",10:30p,Denver Nuggets,93,Miami Heat,98,Miami Heat,"19,155"
"Fri, Nov 16, 2012",7:00p,Indiana Pacers,103,Dallas Mavericks,83,Indiana Pacers,"15,110"
"Fri, Nov 16, 2012",7:00p,Philadelphia 76ers,99,Utah Jazz,93,Philadelphia 76ers,"15,851"
"Fri, Nov 16, 2012",7:30p,Detroit Pistons,106,Orlando Magic,110,Orlando Magic,"11,594"
"Fri, Nov 16, 2012",8:00p,Minnesota Timberwolves,98,Golden State Warriors,106,Golden State Warriors,"16,013"
"Fri, Nov 16, 2012",8:00p,New Orleans Hornets,95,Oklahoma City Thunder,110,Oklahoma City Thunder,"15,458"
"Fri, Nov 16, 2012",9:30p,Memphis Grizzlies,105,New York Knicks,95,Memphis Grizzlies,"17,516"
"Fri, Nov 16, 2012",10:00p,Portland Trail Blazers,119,Houston Rockets,117,Portland Trail Blazers,"20,382"
"Fri, Nov 16, 2012",10:00p,Sacramento Kings,96,Atlanta Hawks,112,Atlanta Hawks,"11,814"
"Fri, Nov 16, 2012",10:30p,Los Angeles Lakers,114,Phoenix Suns,102,Los Angeles Lakers,"18,997"
"Sat, Nov 17, 2012",12:30p,Boston Celtics,107,Toronto Raptors,89,Boston Celtics,"18,624"
"Sat, Nov 17, 2012",7:00p,Washington Wizards,76,Utah Jazz,83,Utah Jazz,"16,210"
"Sat, Nov 17, 2012",7:30p,Charlotte Bobcats,87,Memphis Grizzlies,94,Memphis Grizzlies,"16,541"
"Sat, Nov 17, 2012",7:30p,Cleveland Cavaliers,95,Dallas Mavericks,103,Dallas Mavericks,"18,633"
"Sat, Nov 17, 2012",8:30p,Milwaukee Bucks,117,New Orleans Hornets,113,Milwaukee Bucks,"14,731"
"Sat, Nov 17, 2012",8:30p,San Antonio Spurs,126,Denver Nuggets,100,San Antonio Spurs,"18,581"
"Sat, Nov 17, 2012",9:00p,Los Angeles Clippers,101,Chicago Bulls,80,Los Angeles Clippers,"19,060"
"Sat, Nov 17, 2012",9:00p,Phoenix Suns,88,Miami Heat,97,Miami Heat,"16,840"
"Sun, Nov 18, 2012",12:00p,New York Knicks,88,Indiana Pacers,76,New York Knicks,"19,033"
"Sun, Nov 18, 2012",1:00p,Toronto Raptors,97,Orlando Magic,86,Toronto Raptors,"18,702"
"Sun, Nov 18, 2012",6:00p,Philadelphia 76ers,86,Cleveland Cavaliers,79,Philadelphia 76ers,"15,021"
"Sun, Nov 18, 2012",6:00p,Sacramento Kings,90,Brooklyn Nets,99,Brooklyn Nets,"11,965"
"Sun, Nov 18, 2012",7:00p,Oklahoma City Thunder,119,Golden State Warriors,109,Oklahoma City Thunder,"18,203"
"Sun, Nov 18, 2012",7:30p,Detroit Pistons,103,Boston Celtics,83,Detroit Pistons,"12,214"
"Sun, Nov 18, 2012",9:00p,Portland Trail Blazers,102,Chicago Bulls,94,Portland Trail Blazers,"20,242"
"Sun, Nov 18, 2012",9:30p,Los Angeles Lakers,119,Houston Rockets,108,Los Angeles Lakers,"18,997"
"Mon, Nov 19, 2012",7:00p,Charlotte Bobcats,102,Milwaukee Bucks,98,Charlotte Bobcats,"11,248"
"Mon, Nov 19, 2012",7:00p,Washington Wizards,89,Indiana Pacers,96,Indiana Pacers,"14,426"
"Mon, Nov 19, 2012",7:30p,Atlanta Hawks,81,Orlando Magic,72,Atlanta Hawks,"15,066"
"Mon, Nov 19, 2012",8:00p,Memphis Grizzlies,92,Denver Nuggets,97,Denver Nuggets,"15,111"
"Mon, Nov 19, 2012",8:30p,Dallas Mavericks,101,Golden State Warriors,105,Golden State Warriors,"20,034"
"Mon, Nov 19, 2012",8:30p,San Antonio Spurs,87,Los Angeles Clippers,92,Los Angeles Clippers,"17,920"
"Mon, Nov 19, 2012",9:00p,Utah Jazz,102,Houston Rockets,91,Utah Jazz,"19,197"
"Tue, Nov 20, 2012",7:00p,Philadelphia 76ers,106,Toronto Raptors,98,Philadelphia 76ers,"13,965"
"Tue, Nov 20, 2012",8:00p,New Orleans Hornets,80,New York Knicks,102,New York Knicks,"13,705"
"Tue, Nov 20, 2012",10:30p,Los Angeles Lakers,95,Brooklyn Nets,90,Los Angeles Lakers,"18,997"
"Wed, Nov 21, 2012",7:00p,Charlotte Bobcats,98,Toronto Raptors,97,Charlotte Bobcats,"15,240"
"Wed, Nov 21, 2012",7:00p,Cleveland Cavaliers,92,Philadelphia 76ers,83,Cleveland Cavaliers,"16,743"
"Wed, Nov 21, 2012",7:00p,Indiana Pacers,115,New Orleans Hornets,107,Indiana Pacers,"12,633"
"Wed, Nov 21, 2012",7:00p,Orlando Magic,90,Detroit Pistons,74,Orlando Magic,"17,199"
"Wed, Nov 21, 2012",7:30p,Atlanta Hawks,101,Washington Wizards,100,Atlanta Hawks,"11,338"
"Wed, Nov 21, 2012",7:30p,Boston Celtics,100,San Antonio Spurs,112,San Antonio Spurs,"18,624"
"Wed, Nov 21, 2012",7:30p,Miami Heat,113,Milwaukee Bucks,106,Miami Heat,"19,971"
"Wed, Nov 21, 2012",7:30p,Oklahoma City Thunder,117,Los Angeles Clippers,111,Oklahoma City Thunder,"18,203"
"Wed, Nov 21, 2012",8:00p,Houston Rockets,93,Chicago Bulls,89,Houston Rockets,"15,950"
"Wed, Nov 21, 2012",8:00p,Minnesota Timberwolves,94,Denver Nuggets,101,Denver Nuggets,"16,879"
"Wed, Nov 21, 2012",8:30p,Dallas Mavericks,114,New York Knicks,111,Dallas Mavericks,"20,157"
"Wed, Nov 21, 2012",9:00p,Phoenix Suns,114,Portland Trail Blazers,87,Phoenix Suns,"14,263"
"Wed, Nov 21, 2012",10:00p,Sacramento Kings,113,Los Angeles Lakers,97,Sacramento Kings,"15,249"
"Wed, Nov 21, 2012",10:30p,Golden State Warriors,102,Brooklyn Nets,93,Golden State Warriors,"18,374"
"Fri, Nov 23, 2012",7:00p,Charlotte Bobcats,91,Atlanta Hawks,101,Atlanta Hawks,"17,868"
"Fri, Nov 23, 2012",7:00p,Orlando Magic,108,Cleveland Cavaliers,104,Orlando Magic,"17,334"
"Fri, Nov 23, 2012",7:30p,Boston Celtics,108,Oklahoma City Thunder,100,Boston Celtics,"18,624"
"Fri, Nov 23, 2012",7:30p,Brooklyn Nets,86,Los Angeles Clippers,76,Brooklyn Nets,"17,732"
"Fri, Nov 23, 2012",7:30p,Detroit Pistons,91,Toronto Raptors,90,Detroit Pistons,"12,778"
"Fri, Nov 23, 2012",8:00p,Houston Rockets,131,New York Knicks,103,Houston Rockets,"18,038"
"Fri, Nov 23, 2012",8:00p,Indiana Pacers,97,San Antonio Spurs,104,San Antonio Spurs,"17,082"
"Fri, Nov 23, 2012",8:00p,Memphis Grizzlies,106,Los Angeles Lakers,98,Memphis Grizzlies,"18,119"
"Fri, Nov 23, 2012",9:00p,Denver Nuggets,102,Golden State Warriors,91,Denver Nuggets,"18,523"
"Fri, Nov 23, 2012",9:00p,Phoenix Suns,111,New Orleans Hornets,108,Phoenix Suns,"14,020"
"Fri, Nov 23, 2012",9:00p,Utah Jazz,104,Sacramento Kings,102,Utah Jazz,"18,000"
"Fri, Nov 23, 2012",10:00p,Portland Trail Blazers,103,Minnesota Timberwolves,95,Portland Trail Blazers,"20,555"
"Sat, Nov 24, 2012",7:00p,Atlanta Hawks,104,Los Angeles Clippers,93,Atlanta Hawks,"16,024"
"Sat, Nov 24, 2012",7:00p,Philadelphia 76ers,109,Oklahoma City Thunder,116,Oklahoma City Thunder,"19,611"
"Sat, Nov 24, 2012",7:00p,Washington Wizards,106,Charlotte Bobcats,108,Charlotte Bobcats,"13,077"
"Sat, Nov 24, 2012",7:30p,Miami Heat,110,Cleveland Cavaliers,108,Miami Heat,"20,064"
"Sat, Nov 24, 2012",8:30p,Dallas Mavericks,89,Los Angeles Lakers,115,Los Angeles Lakers,"20,423"
"Sat, Nov 24, 2012",9:00p,Milwaukee Bucks,86,Chicago Bulls,93,Chicago Bulls,"14,812"
"Sat, Nov 24, 2012",10:00p,Sacramento Kings,108,Utah Jazz,97,Sacramento Kings,"12,239"
"Sat, Nov 24, 2012",10:30p,Golden State Warriors,96,Minnesota Timberwolves,85,Golden State Warriors,"19,084"
"Sun, Nov 25, 2012",1:00p,New York Knicks,121,Detroit Pistons,100,New York Knicks,"19,033"
"Sun, Nov 25, 2012",1:00p,Toronto Raptors,106,San Antonio Spurs,111,San Antonio Spurs,"19,800"
"Sun, Nov 25, 2012",3:00p,Brooklyn Nets,98,Portland Trail Blazers,85,Brooklyn Nets,"16,542"
"Sun, Nov 25, 2012",6:00p,Orlando Magic,110,Boston Celtics,116,Boston Celtics,"17,037"
"Sun, Nov 25, 2012",6:00p,Philadelphia 76ers,104,Phoenix Suns,101,Philadelphia 76ers,"14,518"
"Sun, Nov 25, 2012",8:00p,Denver Nuggets,102,New Orleans Hornets,84,Denver Nuggets,"15,402"
"Mon, Nov 26, 2012",7:00p,Brooklyn Nets,96,New York Knicks,89,Brooklyn Nets,"17,732"
"Mon, Nov 26, 2012",7:00p,Washington Wizards,92,San Antonio Spurs,118,San Antonio Spurs,"13,879"
"Mon, Nov 26, 2012",7:30p,Detroit Pistons,108,Portland Trail Blazers,101,Detroit Pistons,"10,212"
"Mon, Nov 26, 2012",8:00p,Chicago Bulls,92,Milwaukee Bucks,93,Milwaukee Bucks,"21,485"
"Mon, Nov 26, 2012",8:00p,Memphis Grizzlies,84,Cleveland Cavaliers,78,Memphis Grizzlies,"13,485"
"Mon, Nov 26, 2012",8:00p,Oklahoma City Thunder,114,Charlotte Bobcats,69,Oklahoma City Thunder,"18,203"
"Mon, Nov 26, 2012",9:00p,Utah Jazz,105,Denver Nuggets,103,Utah Jazz,"18,776"
"Mon, Nov 26, 2012",10:30p,Los Angeles Clippers,98,New Orleans Hornets,105,New Orleans Hornets,"19,060"
"Tue, Nov 27, 2012",7:00p,Cleveland Cavaliers,78,Phoenix Suns,91,Phoenix Suns,"13,687"
"Tue, Nov 27, 2012",7:00p,Philadelphia 76ers,100,Dallas Mavericks,98,Philadelphia 76ers,"15,107"
"Tue, Nov 27, 2012",8:00p,Houston Rockets,117,Toronto Raptors,101,Houston Rockets,"12,907"
"Tue, Nov 27, 2012",10:00p,Sacramento Kings,89,Minnesota Timberwolves,97,Minnesota Timberwolves,"10,741"
"Tue, Nov 27, 2012",10:30p,Los Angeles Lakers,77,Indiana Pacers,79,Indiana Pacers,"18,997"
"Wed, Nov 28, 2012",7:00p,Orlando Magic,89,San Antonio Spurs,110,San Antonio Spurs,"17,271"
"Wed, Nov 28, 2012",7:00p,Washington Wizards,84,Portland Trail Blazers,82,Washington Wizards,"14,114"
"Wed, Nov 28, 2012",7:30p,Atlanta Hawks,94,Charlotte Bobcats,91,Atlanta Hawks,"10,162"
"Wed, Nov 28, 2012",7:30p,Boston Celtics,83,Brooklyn Nets,95,Brooklyn Nets,"18,624"
"Wed, Nov 28, 2012",7:30p,Detroit Pistons,117,Phoenix Suns,77,Detroit Pistons,"10,517"
"Wed, Nov 28, 2012",8:00p,Chicago Bulls,101,Dallas Mavericks,78,Chicago Bulls,"21,575"
"Wed, Nov 28, 2012",8:00p,Memphis Grizzlies,103,Toronto Raptors,82,Memphis Grizzlies,"14,603"
"Wed, Nov 28, 2012",8:00p,Milwaukee Bucks,88,New York Knicks,102,New York Knicks,"11,439"
"Wed, Nov 28, 2012",8:00p,New Orleans Hornets,84,Utah Jazz,96,Utah Jazz,"10,693"
"Wed, Nov 28, 2012",8:00p,Oklahoma City Thunder,120,Houston Rockets,98,Oklahoma City Thunder,"18,203"
"Wed, Nov 28, 2012",10:30p,Los Angeles Clippers,101,Minnesota Timberwolves,95,Los Angeles Clippers,"19,060"
"Thu, Nov 29, 2012",8:00p,Miami Heat,105,San Antonio Spurs,100,Miami Heat,"19,703"
"Thu, Nov 29, 2012",10:30p,Golden State Warriors,106,Denver Nuggets,105,Golden State Warriors,"17,627"
"Fri, Nov 30, 2012",7:00p,Charlotte Bobcats,98,Philadelphia 76ers,104,Philadelphia 76ers,"13,202"
"Fri, Nov 30, 2012",7:00p,Orlando Magic,86,Brooklyn Nets,98,Brooklyn Nets,"17,103"
"Fri, Nov 30, 2012",7:00p,Toronto Raptors,101,Phoenix Suns,97,Toronto Raptors,"18,246"
"Fri, Nov 30, 2012",7:30p,Atlanta Hawks,111,Cleveland Cavaliers,113,Cleveland Cavaliers,"13,094"
"Fri, Nov 30, 2012",7:30p,Boston Celtics,96,Portland Trail Blazers,78,Boston Celtics,"18,624"
"Fri, Nov 30, 2012",7:30p,New York Knicks,108,Washington Wizards,87,New York Knicks,"19,033"
"Fri, Nov 30, 2012",8:00p,Memphis Grizzlies,90,Detroit Pistons,78,Memphis Grizzlies,"16,732"
"Fri, Nov 30, 2012",8:00p,Minnesota Timberwolves,95,Milwaukee Bucks,85,Minnesota Timberwolves,"16,418"
"Fri, Nov 30, 2012",8:00p,Oklahoma City Thunder,106,Utah Jazz,94,Oklahoma City Thunder,"18,203"
"Fri, Nov 30, 2012",10:00p,Sacramento Kings,92,Indiana Pacers,97,Indiana Pacers,"12,544"
"Fri, Nov 30, 2012",10:30p,Los Angeles Lakers,122,Denver Nuggets,103,Los Angeles Lakers,"18,997"
"Sat, Dec 1, 2012",7:30p,Cleveland Cavaliers,117,Portland Trail Blazers,118,Portland Trail Blazers,"16,624"
"Sat, Dec 1, 2012",7:30p,Miami Heat,102,Brooklyn Nets,89,Miami Heat,"19,961"
"Sat, Dec 1, 2012",8:00p,Chicago Bulls,93,Philadelphia 76ers,88,Chicago Bulls,"21,607"
"Sat, Dec 1, 2012",8:00p,Houston Rockets,124,Utah Jazz,116,Houston Rockets,"14,432"
