Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Mon, Oct 24, 2022",8:00p,Minnesota Timberwolves,106,San Antonio Spurs,115,San Antonio Spurs,"15,347"
"Mon, Oct 24, 2022",10:00p,Portland Trail Blazers,135,Denver Nuggets,110,Portland Trail Blazers,"18,111"
"Tue, Oct 25, 2022",7:00p,Washington Wizards,120,Detroit Pistons,99,Washington Wizards,"13,196"
"Tue, Oct 25, 2022",7:30p,New Orleans Pelicans,113,Dallas Mavericks,111,New Orleans Pelicans,"14,020"
"Tue, Oct 25, 2022",8:00p,Oklahoma City Thunder,108,Los Angeles Clippers,94,Oklahoma City Thunder,"13,105"
"Tue, Oct 25, 2022",10:00p,Phoenix Suns,134,Golden State Warriors,105,Phoenix Suns,"17,071"
"Wed, Oct 26, 2022",7:00p,Cleveland Cavaliers,103,Orlando Magic,92,Cleveland Cavaliers,0
"Wed, Oct 26, 2022",7:00p,Detroit Pistons,113,Atlanta Hawks,118,Atlanta Hawks,"17,987"
"Wed, Oct 26, 2022",7:30p,Milwaukee Bucks,110,Brooklyn Nets,99,Milwaukee Bucks,"17,341"
"Wed, Oct 26, 2022",7:30p,New York Knicks,134,Charlotte Hornets,131,New York Knicks,"19,812"
"Wed, Oct 26, 2022",7:30p,Toronto Raptors,119,Philadelphia 76ers,109,Toronto Raptors,"19,800"
"Wed, Oct 26, 2022",8:00p,Chicago Bulls,124,Indiana Pacers,109,Chicago Bulls,"18,306"
"Wed, Oct 26, 2022",8:00p,Minnesota Timberwolves,134,San Antonio Spurs,122,Minnesota Timberwolves,"16,165"
"Wed, Oct 26, 2022",9:00p,Utah Jazz,109,Houston Rockets,101,Utah Jazz,"18,206"
"Wed, Oct 26, 2022",10:00p,Denver Nuggets,110,Los Angeles Lakers,99,Denver Nuggets,"19,520"
"Wed, Oct 26, 2022",10:00p,Portland Trail Blazers,98,Miami Heat,119,Miami Heat,"18,588"
"Thu, Oct 27, 2022",7:30p,Brooklyn Nets,125,Dallas Mavericks,129,Dallas Mavericks,"18,039"
"Thu, Oct 27, 2022",8:00p,Oklahoma City Thunder,118,Los Angeles Clippers,110,Oklahoma City Thunder,"14,510"
"Thu, Oct 27, 2022",10:00p,Golden State Warriors,123,Miami Heat,110,Golden State Warriors,"18,064"
"Thu, Oct 27, 2022",10:00p,Sacramento Kings,110,Memphis Grizzlies,125,Memphis Grizzlies,"15,511"
"Fri, Oct 28, 2022",7:00p,Detroit Pistons,112,Atlanta Hawks,136,Atlanta Hawks,"18,923"
"Fri, Oct 28, 2022",7:00p,Orlando Magic,113,Charlotte Hornets,93,Orlando Magic,"18,846"
"Fri, Oct 28, 2022",7:30p,Boston Celtics,123,Cleveland Cavaliers,132,Cleveland Cavaliers,"19,156"
"Fri, Oct 28, 2022",7:30p,Toronto Raptors,90,Philadelphia 76ers,112,Philadelphia 76ers,"19,800"
"Fri, Oct 28, 2022",7:30p,Washington Wizards,117,Indiana Pacers,127,Indiana Pacers,"13,463"
"Fri, Oct 28, 2022",8:00p,Milwaukee Bucks,119,New York Knicks,108,Milwaukee Bucks,"17,341"
"Fri, Oct 28, 2022",8:00p,Minnesota Timberwolves,111,Los Angeles Lakers,102,Minnesota Timberwolves,"17,136"
"Fri, Oct 28, 2022",8:30p,San Antonio Spurs,129,Chicago Bulls,124,San Antonio Spurs,"16,562"
"Fri, Oct 28, 2022",9:00p,Denver Nuggets,117,Utah Jazz,101,Denver Nuggets,"19,560"
"Fri, Oct 28, 2022",10:00p,Phoenix Suns,124,New Orleans Pelicans,111,Phoenix Suns,"17,071"
"Fri, Oct 28, 2022",10:00p,Portland Trail Blazers,125,Houston Rockets,111,Portland Trail Blazers,"19,082"
"Sat, Oct 29, 2022",6:00p,Sacramento Kings,119,Miami Heat,113,Sacramento Kings,"14,618"
"Sat, Oct 29, 2022",7:00p,Charlotte Hornets,120,Golden State Warriors,113,Charlotte Hornets,"19,079"
"Sat, Oct 29, 2022",7:30p,Brooklyn Nets,116,Indiana Pacers,125,Indiana Pacers,"17,732"
"Sat, Oct 29, 2022",8:00p,Chicago Bulls,109,Philadelphia 76ers,114,Philadelphia 76ers,"19,010"
"Sat, Oct 29, 2022",8:00p,Milwaukee Bucks,123,Atlanta Hawks,115,Milwaukee Bucks,"17,341"
"Sat, Oct 29, 2022",9:00p,Dallas Mavericks,111,Oklahoma City Thunder,117,Oklahoma City Thunder,"20,307"
"Sat, Oct 29, 2022",9:00p,Utah Jazz,124,Memphis Grizzlies,123,Utah Jazz,"18,206"
"Sun, Oct 30, 2022",3:00p,Los Angeles Clippers,91,New Orleans Pelicans,112,New Orleans Pelicans,"18,142"
"Sun, Oct 30, 2022",6:00p,Boston Celtics,112,Washington Wizards,94,Boston Celtics,"19,156"
"Sun, Oct 30, 2022",6:00p,Cleveland Cavaliers,121,New York Knicks,108,Cleveland Cavaliers,"19,432"
"Sun, Oct 30, 2022",6:00p,Detroit Pistons,128,Golden State Warriors,114,Detroit Pistons,"20,190"
"Sun, Oct 30, 2022",7:00p,San Antonio Spurs,107,Minnesota Timberwolves,98,San Antonio Spurs,"15,053"
"Sun, Oct 30, 2022",7:30p,Dallas Mavericks,114,Orlando Magic,105,Dallas Mavericks,"20,042"
"Sun, Oct 30, 2022",9:00p,Phoenix Suns,124,Houston Rockets,109,Phoenix Suns,"17,071"
"Sun, Oct 30, 2022",9:30p,Los Angeles Lakers,121,Denver Nuggets,110,Los Angeles Lakers,"18,997"
"Mon, Oct 31, 2022",7:00p,Charlotte Hornets,108,Sacramento Kings,115,Sacramento Kings,"12,020"
"Mon, Oct 31, 2022",7:00p,Washington Wizards,111,Philadelphia 76ers,118,Philadelphia 76ers,"13,746"
"Mon, Oct 31, 2022",7:30p,Brooklyn Nets,116,Indiana Pacers,109,Brooklyn Nets,"15,770"
"Mon, Oct 31, 2022",7:30p,Toronto Raptors,139,Atlanta Hawks,109,Toronto Raptors,"19,800"
"Mon, Oct 31, 2022",8:00p,Milwaukee Bucks,110,Detroit Pistons,108,Milwaukee Bucks,"17,341"
"Mon, Oct 31, 2022",9:00p,Utah Jazz,121,Memphis Grizzlies,105,Utah Jazz,"18,206"
"Mon, Oct 31, 2022",10:30p,Los Angeles Clippers,95,Houston Rockets,93,Los Angeles Clippers,"14,887"
"Tue, Nov 1, 2022",7:30p,Brooklyn Nets,99,Chicago Bulls,108,Chicago Bulls,"17,732"
"Tue, Nov 1, 2022",7:30p,Miami Heat,116,Golden State Warriors,109,Miami Heat,"19,600"
"Tue, Nov 1, 2022",8:00p,Oklahoma City Thunder,116,Orlando Magic,108,Oklahoma City Thunder,"13,109"
"Tue, Nov 1, 2022",10:00p,Phoenix Suns,116,Minnesota Timberwolves,107,Phoenix Suns,"17,071"
"Wed, Nov 2, 2022",6:00p,Philadelphia 76ers,111,Washington Wizards,121,Washington Wizards,"19,855"
"Wed, Nov 2, 2022",7:30p,Cleveland Cavaliers,114,Boston Celtics,113,Cleveland Cavaliers,"19,432"
"Wed, Nov 2, 2022",7:30p,Miami Heat,110,Sacramento Kings,107,Miami Heat,"19,600"
"Wed, Nov 2, 2022",7:30p,New York Knicks,99,Atlanta Hawks,112,Atlanta Hawks,"19,812"
"Wed, Nov 2, 2022",8:00p,Chicago Bulls,106,Charlotte Hornets,88,Chicago Bulls,"17,886"
"Wed, Nov 2, 2022",8:00p,Houston Rockets,101,Los Angeles Clippers,109,Los Angeles Clippers,"15,860"
"Wed, Nov 2, 2022",8:00p,Milwaukee Bucks,116,Detroit Pistons,91,Milwaukee Bucks,"17,341"
"Wed, Nov 2, 2022",8:00p,San Antonio Spurs,100,Toronto Raptors,143,Toronto Raptors,"12,155"
"Wed, Nov 2, 2022",8:30p,Dallas Mavericks,103,Utah Jazz,100,Dallas Mavericks,"19,877"
"Wed, Nov 2, 2022",10:00p,Portland Trail Blazers,106,Memphis Grizzlies,111,Memphis Grizzlies,"19,462"
"Wed, Nov 2, 2022",10:30p,Los Angeles Lakers,120,New Orleans Pelicans,117,Los Angeles Lakers,"18,997"
"Thu, Nov 3, 2022",7:00p,Orlando Magic,130,Golden State Warriors,129,Orlando Magic,"18,846"
"Thu, Nov 3, 2022",8:00p,Oklahoma City Thunder,110,Denver Nuggets,122,Denver Nuggets,"13,791"
"Fri, Nov 4, 2022",7:00p,Detroit Pistons,88,Cleveland Cavaliers,112,Cleveland Cavaliers,"18,744"
"Fri, Nov 4, 2022",7:00p,Indiana Pacers,101,Miami Heat,99,Indiana Pacers,"13,141"
"Fri, Nov 4, 2022",7:00p,Philadelphia 76ers,104,New York Knicks,106,New York Knicks,"20,679"
"Fri, Nov 4, 2022",7:00p,Washington Wizards,86,Brooklyn Nets,128,Brooklyn Nets,"17,258"
"Fri, Nov 4, 2022",7:30p,Boston Celtics,123,Chicago Bulls,119,Boston Celtics,"19,156"
"Fri, Nov 4, 2022",8:00p,Memphis Grizzlies,130,Charlotte Hornets,99,Memphis Grizzlies,"17,187"
"Fri, Nov 4, 2022",8:00p,San Antonio Spurs,106,Los Angeles Clippers,113,Los Angeles Clippers,"12,603"
"Fri, Nov 4, 2022",8:30p,Dallas Mavericks,111,Toronto Raptors,110,Dallas Mavericks,"20,177"
"Fri, Nov 4, 2022",8:30p,New Orleans Pelicans,114,Golden State Warriors,105,New Orleans Pelicans,"18,451"
"Fri, Nov 4, 2022",10:00p,Minnesota Timberwolves,102,Milwaukee Bucks,115,Milwaukee Bucks,"17,136"
"Fri, Nov 4, 2022",10:00p,Phoenix Suns,106,Portland Trail Blazers,108,Portland Trail Blazers,"17,071"
"Fri, Nov 4, 2022",10:30p,Los Angeles Lakers,116,Utah Jazz,130,Utah Jazz,"18,997"
"Sat, Nov 5, 2022",5:00p,Orlando Magic,123,Sacramento Kings,126,Sacramento Kings,"18,846"
"Sat, Nov 5, 2022",7:00p,Charlotte Hornets,94,Brooklyn Nets,98,Brooklyn Nets,"19,398"
"Sat, Nov 5, 2022",7:30p,Atlanta Hawks,124,New Orleans Pelicans,121,Atlanta Hawks,"17,654"
"Sat, Nov 5, 2022",7:30p,New York Knicks,118,Boston Celtics,133,Boston Celtics,"19,812"
"Sat, Nov 5, 2022",8:00p,Milwaukee Bucks,108,Oklahoma City Thunder,94,Milwaukee Bucks,"17,713"
"Sat, Nov 5, 2022",8:00p,Minnesota Timberwolves,129,Houston Rockets,117,Minnesota Timberwolves,"16,412"
"Sat, Nov 5, 2022",9:00p,Denver Nuggets,126,San Antonio Spurs,101,Denver Nuggets,"19,641"
"Sat, Nov 5, 2022",10:00p,Phoenix Suns,102,Portland Trail Blazers,82,Phoenix Suns,"17,071"
"Sun, Nov 6, 2022",3:30p,Los Angeles Lakers,100,Cleveland Cavaliers,114,Cleveland Cavaliers,"18,997"
"Sun, Nov 6, 2022",6:00p,Memphis Grizzlies,103,Washington Wizards,97,Memphis Grizzlies,"16,877"
"Sun, Nov 6, 2022",6:00p,Toronto Raptors,113,Chicago Bulls,104,Toronto Raptors,"19,800"
"Sun, Nov 6, 2022",10:00p,Los Angeles Clippers,102,Utah Jazz,110,Utah Jazz,"16,111"
"Mon, Nov 7, 2022",7:00p,Charlotte Hornets,100,Washington Wizards,108,Washington Wizards,"13,712"
"Mon, Nov 7, 2022",7:15p,Orlando Magic,127,Houston Rockets,134,Houston Rockets,"15,441"
"Mon, Nov 7, 2022",7:30p,Detroit Pistons,112,Oklahoma City Thunder,103,Detroit Pistons,"16,223"
"Mon, Nov 7, 2022",7:45p,Indiana Pacers,129,New Orleans Pelicans,122,Indiana Pacers,"14,052"
"Mon, Nov 7, 2022",8:00p,Philadelphia 76ers,100,Phoenix Suns,88,Philadelphia 76ers,"20,347"
"Mon, Nov 7, 2022",8:15p,Atlanta Hawks,117,Milwaukee Bucks,98,Atlanta Hawks,"17,494"
"Mon, Nov 7, 2022",8:30p,Miami Heat,107,Portland Trail Blazers,110,Portland Trail Blazers,"19,600"
"Mon, Nov 7, 2022",8:45p,Chicago Bulls,111,Toronto Raptors,97,Chicago Bulls,"21,142"
"Mon, Nov 7, 2022",9:00p,Memphis Grizzlies,106,Boston Celtics,109,Boston Celtics,"17,371"
"Mon, Nov 7, 2022",9:15p,Minnesota Timberwolves,107,New York Knicks,120,New York Knicks,"14,524"
"Mon, Nov 7, 2022",9:30p,San Antonio Spurs,109,Denver Nuggets,115,Denver Nuggets,"11,574"
"Mon, Nov 7, 2022",9:45p,Dallas Mavericks,96,Brooklyn Nets,94,Dallas Mavericks,"20,011"
"Mon, Nov 7, 2022",10:00p,Golden State Warriors,116,Sacramento Kings,113,Golden State Warriors,"18,064"
"Mon, Nov 7, 2022",10:15p,Utah Jazz,139,Los Angeles Lakers,116,Utah Jazz,"18,206"
"Mon, Nov 7, 2022",10:30p,Los Angeles Clippers,119,Cleveland Cavaliers,117,Los Angeles Clippers,"16,516"
"Wed, Nov 9, 2022",5:30p,Orlando Magic,94,Dallas Mavericks,87,Orlando Magic,"18,165"
"Wed, Nov 9, 2022",7:00p,Charlotte Hornets,95,Portland Trail Blazers,105,Portland Trail Blazers,"14,774"
"Wed, Nov 9, 2022",7:00p,Indiana Pacers,119,Denver Nuggets,122,Denver Nuggets,"14,069"
"Wed, Nov 9, 2022",7:30p,Atlanta Hawks,119,Utah Jazz,125,Utah Jazz,"15,845"
"Wed, Nov 9, 2022",7:30p,Boston Celtics,128,Detroit Pistons,112,Boston Celtics,"19,156"
"Wed, Nov 9, 2022",7:30p,Brooklyn Nets,112,New York Knicks,85,Brooklyn Nets,"18,156"
"Wed, Nov 9, 2022",7:30p,Toronto Raptors,116,Houston Rockets,109,Toronto Raptors,"19,800"
"Wed, Nov 9, 2022",8:00p,Chicago Bulls,111,New Orleans Pelicans,115,New Orleans Pelicans,"19,621"
"Wed, Nov 9, 2022",8:00p,Minnesota Timberwolves,117,Phoenix Suns,129,Phoenix Suns,"16,062"
"Wed, Nov 9, 2022",8:00p,Oklahoma City Thunder,132,Milwaukee Bucks,136,Milwaukee Bucks,"15,180"
"Wed, Nov 9, 2022",8:00p,San Antonio Spurs,122,Memphis Grizzlies,124,Memphis Grizzlies,"13,507"
"Wed, Nov 9, 2022",10:00p,Los Angeles Clippers,114,Los Angeles Lakers,101,Los Angeles Clippers,"19,068"
"Wed, Nov 9, 2022",10:00p,Sacramento Kings,127,Cleveland Cavaliers,120,Sacramento Kings,"13,816"
"Thu, Nov 10, 2022",7:00p,Washington Wizards,113,Dallas Mavericks,105,Washington Wizards,"18,320"
"Thu, Nov 10, 2022",7:30p,Atlanta Hawks,104,Philadelphia 76ers,95,Atlanta Hawks,"16,066"
"Thu, Nov 10, 2022",7:30p,Miami Heat,117,Charlotte Hornets,112,Miami Heat,"19,600"
"Thu, Nov 10, 2022",8:00p,New Orleans Pelicans,95,Portland Trail Blazers,106,Portland Trail Blazers,"14,289"
"Fri, Nov 11, 2022",7:00p,Boston Celtics,131,Denver Nuggets,112,Boston Celtics,"19,156"
"Fri, Nov 11, 2022",7:00p,Orlando Magic,114,Phoenix Suns,97,Orlando Magic,"15,879"
"Fri, Nov 11, 2022",7:30p,New York Knicks,121,Detroit Pistons,112,New York Knicks,"19,812"
"Fri, Nov 11, 2022",8:00p,Oklahoma City Thunder,132,Toronto Raptors,113,Oklahoma City Thunder,"16,104"
"Fri, Nov 11, 2022",8:00p,San Antonio Spurs,111,Milwaukee Bucks,93,San Antonio Spurs,"15,642"
"Fri, Nov 11, 2022",9:30p,Memphis Grizzlies,114,Minnesota Timberwolves,103,Memphis Grizzlies,"16,939"
"Fri, Nov 11, 2022",10:00p,Golden State Warriors,106,Cleveland Cavaliers,101,Golden State Warriors,"18,064"
"Fri, Nov 11, 2022",10:30p,Los Angeles Lakers,114,Sacramento Kings,120,Sacramento Kings,"17,849"
"Sat, Nov 12, 2022",4:00p,Los Angeles Clippers,95,Brooklyn Nets,110,Brooklyn Nets,"17,777"
"Sat, Nov 12, 2022",6:00p,Washington Wizards,121,Utah Jazz,112,Washington Wizards,"13,673"
"Sat, Nov 12, 2022",7:00p,Detroit Pistons,108,Boston Celtics,117,Boston Celtics,"20,190"
"Sat, Nov 12, 2022",7:00p,Indiana Pacers,118,Toronto Raptors,104,Indiana Pacers,"13,089"
"Sat, Nov 12, 2022",7:30p,Philadelphia 76ers,121,Atlanta Hawks,109,Philadelphia 76ers,"20,245"
"Sat, Nov 12, 2022",8:00p,Miami Heat,132,Charlotte Hornets,115,Miami Heat,"19,600"
"Sat, Nov 12, 2022",8:30p,Dallas Mavericks,117,Portland Trail Blazers,112,Dallas Mavericks,"20,277"
"Sat, Nov 12, 2022",8:30p,New Orleans Pelicans,119,Houston Rockets,106,New Orleans Pelicans,"15,367"
"Sun, Nov 13, 2022",12:00p,New York Knicks,135,Oklahoma City Thunder,145,Oklahoma City Thunder,"18,325"
"Sun, Nov 13, 2022",6:00p,Cleveland Cavaliers,124,Minnesota Timberwolves,129,Minnesota Timberwolves,"19,432"
"Sun, Nov 13, 2022",6:00p,Washington Wizards,102,Memphis Grizzlies,92,Washington Wizards,"17,667"
"Sun, Nov 13, 2022",7:30p,Philadelphia 76ers,105,Utah Jazz,98,Philadelphia 76ers,"19,761"
"Sun, Nov 13, 2022",8:00p,Chicago Bulls,103,Denver Nuggets,126,Denver Nuggets,"21,602"
"Sun, Nov 13, 2022",9:00p,Sacramento Kings,122,Golden State Warriors,115,Sacramento Kings,"16,410"
"Sun, Nov 13, 2022",9:30p,Los Angeles Lakers,116,Brooklyn Nets,103,Los Angeles Lakers,"18,040"
"Mon, Nov 14, 2022",7:00p,Detroit Pistons,111,Toronto Raptors,115,Toronto Raptors,"16,988"
"Mon, Nov 14, 2022",7:00p,Orlando Magic,105,Charlotte Hornets,112,Charlotte Hornets,"15,018"
"Mon, Nov 14, 2022",7:30p,Boston Celtics,126,Oklahoma City Thunder,122,Boston Celtics,"19,156"
"Mon, Nov 14, 2022",7:30p,Miami Heat,113,Phoenix Suns,112,Miami Heat,"19,600"
"Mon, Nov 14, 2022",8:00p,Houston Rockets,106,Los Angeles Clippers,122,Los Angeles Clippers,"16,098"
"Mon, Nov 14, 2022",8:00p,Milwaukee Bucks,106,Atlanta Hawks,121,Atlanta Hawks,"17,341"
"Mon, Nov 14, 2022",10:00p,Golden State Warriors,132,San Antonio Spurs,95,Golden State Warriors,"18,064"
"Tue, Nov 15, 2022",7:30p,New Orleans Pelicans,113,Memphis Grizzlies,102,New Orleans Pelicans,"14,032"
"Tue, Nov 15, 2022",8:30p,Dallas Mavericks,103,Los Angeles Clippers,101,Dallas Mavericks,"19,810"
"Tue, Nov 15, 2022",9:00p,Utah Jazz,111,New York Knicks,118,New York Knicks,"18,206"
"Tue, Nov 15, 2022",10:00p,Portland Trail Blazers,117,San Antonio Spurs,110,Portland Trail Blazers,"19,012"
"Tue, Nov 15, 2022",10:00p,Sacramento Kings,153,Brooklyn Nets,121,Sacramento Kings,"17,611"
"Wed, Nov 16, 2022",7:00p,Charlotte Hornets,113,Indiana Pacers,125,Indiana Pacers,"14,756"
"Wed, Nov 16, 2022",7:00p,Orlando Magic,108,Minnesota Timberwolves,126,Minnesota Timberwolves,"16,527"
"Wed, Nov 16, 2022",7:00p,Washington Wizards,120,Oklahoma City Thunder,121,Oklahoma City Thunder,"12,630"
"Wed, Nov 16, 2022",7:30p,Atlanta Hawks,101,Boston Celtics,126,Boston Celtics,"18,165"
"Wed, Nov 16, 2022",7:30p,Toronto Raptors,112,Miami Heat,104,Toronto Raptors,"19,800"
"Wed, Nov 16, 2022",8:00p,Milwaukee Bucks,113,Cleveland Cavaliers,98,Milwaukee Bucks,"17,341"
"Wed, Nov 16, 2022",8:00p,New Orleans Pelicans,124,Chicago Bulls,110,New Orleans Pelicans,"14,658"
"Wed, Nov 16, 2022",8:30p,Dallas Mavericks,92,Houston Rockets,101,Houston Rockets,"19,602"
"Wed, Nov 16, 2022",10:00p,Denver Nuggets,103,New York Knicks,106,New York Knicks,"18,210"
"Wed, Nov 16, 2022",10:00p,Phoenix Suns,130,Golden State Warriors,119,Phoenix Suns,"17,071"
"Thu, Nov 17, 2022",10:00p,Portland Trail Blazers,107,Brooklyn Nets,109,Brooklyn Nets,"19,393"
"Thu, Nov 17, 2022",10:00p,Sacramento Kings,130,San Antonio Spurs,112,Sacramento Kings,"16,522"
"Thu, Nov 17, 2022",10:30p,Los Angeles Clippers,96,Detroit Pistons,91,Los Angeles Clippers,"17,822"
"Fri, Nov 18, 2022",7:00p,Washington Wizards,107,Miami Heat,106,Washington Wizards,"18,772"
"Fri, Nov 18, 2022",7:30p,Cleveland Cavaliers,132,Charlotte Hornets,122,Cleveland Cavaliers,"19,432"
"Fri, Nov 18, 2022",7:30p,Philadelphia 76ers,110,Milwaukee Bucks,102,Philadelphia 76ers,"19,769"
"Fri, Nov 18, 2022",8:00p,Chicago Bulls,107,Orlando Magic,108,Orlando Magic,"21,031"
"Fri, Nov 18, 2022",8:00p,Houston Rockets,91,Indiana Pacers,99,Indiana Pacers,"15,882"
"Fri, Nov 18, 2022",8:00p,Memphis Grizzlies,121,Oklahoma City Thunder,110,Memphis Grizzlies,"17,324"
"Fri, Nov 18, 2022",8:30p,Dallas Mavericks,127,Denver Nuggets,99,Dallas Mavericks,"20,135"
"Fri, Nov 18, 2022",8:30p,New Orleans Pelicans,109,Boston Celtics,117,Boston Celtics,"17,828"
"Fri, Nov 18, 2022",9:00p,Utah Jazz,134,Phoenix Suns,133,Utah Jazz,"18,206"
"Fri, Nov 18, 2022",10:00p,Golden State Warriors,111,New York Knicks,101,Golden State Warriors,"18,064"
"Fri, Nov 18, 2022",10:30p,Los Angeles Lakers,128,Detroit Pistons,121,Los Angeles Lakers,"18,095"
"Sat, Nov 19, 2022",6:00p,Atlanta Hawks,124,Toronto Raptors,122,Atlanta Hawks,"18,051"
"Sat, Nov 19, 2022",7:00p,Indiana Pacers,114,Orlando Magic,113,Indiana Pacers,"14,478"
