Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Mon, Jan 19, 2015",3:30p,Los Angeles Clippers,102,Boston Celtics,93,Los Angeles Clippers,"19,060"
"Mon, Jan 19, 2015",4:00p,Golden State Warriors,122,Denver Nuggets,79,Golden State Warriors,"19,596"
"Mon, Jan 19, 2015",5:00p,Memphis Grizzlies,95,Dallas Mavericks,103,Dallas Mavericks,"18,119"
"Mon, Jan 19, 2015",5:30p,Houston Rockets,110,Indiana Pacers,98,Houston Rockets,"18,266"
"Mon, Jan 19, 2015",5:30p,New York Knicks,99,New Orleans Pelicans,92,New York Knicks,"19,812"
"Mon, Jan 19, 2015",7:30p,Cleveland Cavaliers,108,Chicago Bulls,94,Cleveland Cavaliers,"20,562"
"Mon, Jan 19, 2015",8:00p,Milwaukee Bucks,89,Toronto Raptors,92,Toronto Raptors,"12,707"
"Mon, Jan 19, 2015",10:00p,Phoenix Suns,115,Los Angeles Lakers,100,Phoenix Suns,"17,435"
"Mon, Jan 19, 2015",10:00p,Portland Trail Blazers,98,Sacramento Kings,94,Portland Trail Blazers,"19,441"
"Tue, Jan 20, 2015",7:30p,Miami Heat,86,Oklahoma City Thunder,94,Oklahoma City Thunder,"19,735"
"Tue, Jan 20, 2015",9:00p,Denver Nuggets,99,San Antonio Spurs,109,San Antonio Spurs,"14,434"
"Wed, Jan 21, 2015",7:00p,Charlotte Hornets,78,Miami Heat,76,Charlotte Hornets,"16,914"
"Wed, Jan 21, 2015",7:00p,Cleveland Cavaliers,106,Utah Jazz,92,Cleveland Cavaliers,"20,562"
"Wed, Jan 21, 2015",7:00p,Philadelphia 76ers,91,New York Knicks,98,New York Knicks,"13,201"
"Wed, Jan 21, 2015",7:30p,Atlanta Hawks,110,Indiana Pacers,91,Atlanta Hawks,"15,045"
"Wed, Jan 21, 2015",7:30p,Detroit Pistons,128,Orlando Magic,118,Detroit Pistons,"12,148"
"Wed, Jan 21, 2015",8:00p,Memphis Grizzlies,92,Toronto Raptors,86,Memphis Grizzlies,"15,112"
"Wed, Jan 21, 2015",8:00p,Minnesota Timberwolves,75,Dallas Mavericks,98,Dallas Mavericks,"13,737"
"Wed, Jan 21, 2015",8:00p,New Orleans Pelicans,96,Los Angeles Lakers,80,New Orleans Pelicans,"16,268"
"Wed, Jan 21, 2015",8:00p,Washington Wizards,103,Oklahoma City Thunder,105,Oklahoma City Thunder,"20,356"
"Wed, Jan 21, 2015",9:00p,Phoenix Suns,118,Portland Trail Blazers,113,Phoenix Suns,"16,703"
"Wed, Jan 21, 2015",10:00p,Sacramento Kings,100,Brooklyn Nets,103,Brooklyn Nets,"16,427"
"Wed, Jan 21, 2015",10:30p,Golden State Warriors,126,Houston Rockets,113,Golden State Warriors,"19,596"
"Thu, Jan 22, 2015",8:00p,Chicago Bulls,104,San Antonio Spurs,81,Chicago Bulls,"21,648"
"Thu, Jan 22, 2015",8:00p,Milwaukee Bucks,99,Utah Jazz,101,Utah Jazz,"12,415"
"Thu, Jan 22, 2015",10:00p,Portland Trail Blazers,89,Boston Celtics,90,Boston Celtics,"19,567"
"Thu, Jan 22, 2015",10:30p,Los Angeles Clippers,123,Brooklyn Nets,84,Los Angeles Clippers,"19,060"
"Fri, Jan 23, 2015",7:00p,Philadelphia 76ers,86,Toronto Raptors,91,Toronto Raptors,"13,640"
"Fri, Jan 23, 2015",7:30p,Atlanta Hawks,103,Oklahoma City Thunder,93,Atlanta Hawks,"19,203"
"Fri, Jan 23, 2015",7:30p,Cleveland Cavaliers,129,Charlotte Hornets,90,Cleveland Cavaliers,"20,562"
"Fri, Jan 23, 2015",7:30p,Miami Heat,89,Indiana Pacers,87,Miami Heat,"19,693"
"Fri, Jan 23, 2015",7:30p,New York Knicks,113,Orlando Magic,106,New York Knicks,"19,812"
"Fri, Jan 23, 2015",8:00p,Dallas Mavericks,98,Chicago Bulls,102,Chicago Bulls,"20,408"
"Fri, Jan 23, 2015",8:00p,Minnesota Timberwolves,84,New Orleans Pelicans,92,New Orleans Pelicans,"14,978"
"Fri, Jan 23, 2015",8:30p,San Antonio Spurs,99,Los Angeles Lakers,85,San Antonio Spurs,"18,581"
"Fri, Jan 23, 2015",9:00p,Denver Nuggets,99,Boston Celtics,100,Boston Celtics,"16,133"
"Fri, Jan 23, 2015",9:00p,Phoenix Suns,111,Houston Rockets,113,Houston Rockets,"16,701"
"Fri, Jan 23, 2015",10:30p,Golden State Warriors,126,Sacramento Kings,101,Golden State Warriors,"19,596"
"Sat, Jan 24, 2015",7:00p,Charlotte Hornets,76,New York Knicks,71,Charlotte Hornets,"19,117"
"Sat, Jan 24, 2015",7:30p,Milwaukee Bucks,101,Detroit Pistons,86,Milwaukee Bucks,"16,388"
"Sat, Jan 24, 2015",8:00p,Memphis Grizzlies,101,Philadelphia 76ers,83,Memphis Grizzlies,"17,579"
"Sat, Jan 24, 2015",9:00p,Utah Jazz,108,Brooklyn Nets,73,Utah Jazz,"19,352"
"Sat, Jan 24, 2015",10:00p,Portland Trail Blazers,103,Washington Wizards,96,Portland Trail Blazers,"19,775"
"Sun, Jan 25, 2015",1:00p,Chicago Bulls,84,Miami Heat,96,Miami Heat,"21,918"
"Sun, Jan 25, 2015",3:30p,Cleveland Cavaliers,108,Oklahoma City Thunder,98,Cleveland Cavaliers,"20,562"
"Sun, Jan 25, 2015",6:00p,Atlanta Hawks,112,Minnesota Timberwolves,100,Atlanta Hawks,"18,049"
"Sun, Jan 25, 2015",6:00p,New Orleans Pelicans,109,Dallas Mavericks,106,New Orleans Pelicans,"17,687"
"Sun, Jan 25, 2015",6:00p,Orlando Magic,99,Indiana Pacers,106,Indiana Pacers,"16,704"
"Sun, Jan 25, 2015",6:00p,Phoenix Suns,100,Los Angeles Clippers,120,Los Angeles Clippers,"17,066"
"Sun, Jan 25, 2015",7:00p,San Antonio Spurs,101,Milwaukee Bucks,95,San Antonio Spurs,"18,581"
"Sun, Jan 25, 2015",7:00p,Toronto Raptors,114,Detroit Pistons,110,Toronto Raptors,"19,800"
"Sun, Jan 25, 2015",8:00p,Denver Nuggets,115,Washington Wizards,117,Washington Wizards,"15,410"
"Sun, Jan 25, 2015",8:00p,Golden State Warriors,114,Boston Celtics,111,Golden State Warriors,"19,596"
"Sun, Jan 25, 2015",9:30p,Los Angeles Lakers,87,Houston Rockets,99,Houston Rockets,"18,997"
"Mon, Jan 26, 2015",8:00p,Memphis Grizzlies,103,Orlando Magic,94,Memphis Grizzlies,"15,407"
"Mon, Jan 26, 2015",8:00p,New Orleans Pelicans,99,Philadelphia 76ers,74,New Orleans Pelicans,"16,419"
"Mon, Jan 26, 2015",8:00p,Oklahoma City Thunder,92,Minnesota Timberwolves,84,Oklahoma City Thunder,"18,203"
"Mon, Jan 26, 2015",9:00p,Utah Jazz,90,Boston Celtics,99,Boston Celtics,"18,947"
"Mon, Jan 26, 2015",10:30p,Los Angeles Clippers,102,Denver Nuggets,98,Los Angeles Clippers,"19,060"
"Tue, Jan 27, 2015",7:00p,Indiana Pacers,91,Toronto Raptors,104,Toronto Raptors,"16,204"
"Tue, Jan 27, 2015",7:30p,Detroit Pistons,95,Cleveland Cavaliers,103,Cleveland Cavaliers,"18,178"
"Tue, Jan 27, 2015",7:30p,Miami Heat,102,Milwaukee Bucks,109,Milwaukee Bucks,"19,789"
"Tue, Jan 27, 2015",8:30p,Dallas Mavericks,90,Memphis Grizzlies,109,Memphis Grizzlies,"20,160"
"Tue, Jan 27, 2015",10:30p,Golden State Warriors,111,Chicago Bulls,113,Chicago Bulls,"19,596"
"Tue, Jan 27, 2015",10:30p,Los Angeles Lakers,92,Washington Wizards,98,Washington Wizards,"18,997"
"Wed, Jan 28, 2015",7:00p,Cleveland Cavaliers,99,Portland Trail Blazers,94,Cleveland Cavaliers,"20,562"
"Wed, Jan 28, 2015",7:00p,Philadelphia 76ers,89,Detroit Pistons,69,Philadelphia 76ers,"11,213"
"Wed, Jan 28, 2015",7:30p,Toronto Raptors,119,Sacramento Kings,102,Toronto Raptors,"19,800"
"Wed, Jan 28, 2015",8:00p,Atlanta Hawks,113,Brooklyn Nets,102,Atlanta Hawks,"18,047"
"Wed, Jan 28, 2015",8:00p,Houston Rockets,99,Dallas Mavericks,94,Houston Rockets,"18,237"
"Wed, Jan 28, 2015",8:00p,Minnesota Timberwolves,110,Boston Celtics,98,Minnesota Timberwolves,"11,434"
"Wed, Jan 28, 2015",8:00p,New Orleans Pelicans,85,Denver Nuggets,93,Denver Nuggets,"16,055"
"Wed, Jan 28, 2015",8:00p,New York Knicks,100,Oklahoma City Thunder,92,New York Knicks,"19,812"
"Wed, Jan 28, 2015",8:30p,San Antonio Spurs,95,Charlotte Hornets,86,San Antonio Spurs,"18,581"
"Wed, Jan 28, 2015",9:00p,Utah Jazz,89,Los Angeles Clippers,94,Los Angeles Clippers,"16,322"
"Wed, Jan 28, 2015",10:30p,Phoenix Suns,106,Washington Wizards,98,Phoenix Suns,"16,209"
"Thu, Jan 29, 2015",7:00p,Indiana Pacers,103,New York Knicks,82,Indiana Pacers,"15,665"
"Thu, Jan 29, 2015",7:00p,Orlando Magic,100,Milwaukee Bucks,115,Milwaukee Bucks,"16,071"
"Thu, Jan 29, 2015",8:00p,Memphis Grizzlies,99,Denver Nuggets,69,Memphis Grizzlies,"16,736"
"Thu, Jan 29, 2015",10:30p,Los Angeles Lakers,123,Chicago Bulls,118,Los Angeles Lakers,"18,997"
"Fri, Jan 30, 2015",7:00p,Philadelphia 76ers,103,Minnesota Timberwolves,94,Philadelphia 76ers,"14,333"
"Fri, Jan 30, 2015",7:30p,Atlanta Hawks,105,Portland Trail Blazers,99,Atlanta Hawks,"19,018"
"Fri, Jan 30, 2015",7:30p,Boston Celtics,87,Houston Rockets,93,Houston Rockets,"17,675"
"Fri, Jan 30, 2015",7:30p,Brooklyn Nets,122,Toronto Raptors,127,Toronto Raptors,"17,062"
"Fri, Jan 30, 2015",7:30p,Cleveland Cavaliers,101,Sacramento Kings,90,Cleveland Cavaliers,"20,562"
"Fri, Jan 30, 2015",8:00p,Miami Heat,72,Dallas Mavericks,93,Dallas Mavericks,"19,823"
"Fri, Jan 30, 2015",8:00p,New Orleans Pelicans,108,Los Angeles Clippers,103,New Orleans Pelicans,"17,932"
"Fri, Jan 30, 2015",9:00p,Utah Jazz,110,Golden State Warriors,100,Utah Jazz,"19,295"
"Fri, Jan 30, 2015",10:30p,Phoenix Suns,99,Chicago Bulls,93,Phoenix Suns,"18,055"
"Sat, Jan 31, 2015",7:00p,Indiana Pacers,94,Sacramento Kings,99,Sacramento Kings,"18,165"
"Sat, Jan 31, 2015",7:00p,Orlando Magic,93,Dallas Mavericks,108,Dallas Mavericks,"17,626"
"Sat, Jan 31, 2015",7:00p,Washington Wizards,116,Toronto Raptors,120,Toronto Raptors,"20,356"
"Sat, Jan 31, 2015",7:30p,Atlanta Hawks,91,Philadelphia 76ers,85,Atlanta Hawks,"19,006"
"Sat, Jan 31, 2015",7:30p,Detroit Pistons,114,Houston Rockets,101,Detroit Pistons,"18,213"
"Sat, Jan 31, 2015",8:00p,Memphis Grizzlies,85,Oklahoma City Thunder,74,Memphis Grizzlies,"18,119"
"Sat, Jan 31, 2015",8:00p,Minnesota Timberwolves,90,Cleveland Cavaliers,106,Cleveland Cavaliers,"19,562"
"Sat, Jan 31, 2015",8:30p,Milwaukee Bucks,95,Portland Trail Blazers,88,Milwaukee Bucks,"18,717"
"Sat, Jan 31, 2015",9:00p,Denver Nuggets,86,Charlotte Hornets,104,Charlotte Hornets,"13,302"
"Sat, Jan 31, 2015",9:00p,San Antonio Spurs,85,Los Angeles Clippers,105,Los Angeles Clippers,"18,581"
"Sat, Jan 31, 2015",10:30p,Golden State Warriors,106,Phoenix Suns,87,Golden State Warriors,"19,596"
"Sun, Feb 1, 2015",1:00p,Boston Celtics,75,Miami Heat,83,Miami Heat,"17,366"
"Sun, Feb 1, 2015",2:00p,New York Knicks,92,Los Angeles Lakers,80,New York Knicks,"19,812"
"Mon, Feb 2, 2015",7:00p,Cleveland Cavaliers,97,Philadelphia 76ers,84,Cleveland Cavaliers,"20,562"
"Mon, Feb 2, 2015",7:00p,Washington Wizards,88,Charlotte Hornets,92,Charlotte Hornets,"15,816"
"Mon, Feb 2, 2015",7:30p,Brooklyn Nets,102,Los Angeles Clippers,100,Brooklyn Nets,"16,037"
"Mon, Feb 2, 2015",7:30p,Toronto Raptors,75,Milwaukee Bucks,82,Milwaukee Bucks,"19,800"
"Mon, Feb 2, 2015",8:00p,New Orleans Pelicans,115,Atlanta Hawks,100,New Orleans Pelicans,"15,487"
"Mon, Feb 2, 2015",8:00p,Oklahoma City Thunder,104,Orlando Magic,97,Oklahoma City Thunder,"18,203"
"Mon, Feb 2, 2015",8:30p,Dallas Mavericks,100,Minnesota Timberwolves,94,Dallas Mavericks,"19,989"
"Mon, Feb 2, 2015",9:00p,Phoenix Suns,101,Memphis Grizzlies,102,Memphis Grizzlies,"17,199"
"Tue, Feb 3, 2015",7:00p,Philadelphia 76ers,105,Denver Nuggets,98,Philadelphia 76ers,"10,290"
"Tue, Feb 3, 2015",7:30p,Detroit Pistons,108,Miami Heat,91,Detroit Pistons,"12,768"
"Tue, Feb 3, 2015",7:30p,New York Knicks,97,Boston Celtics,108,Boston Celtics,"19,812"
"Tue, Feb 3, 2015",10:00p,Portland Trail Blazers,103,Utah Jazz,102,Portland Trail Blazers,"19,441"
"Tue, Feb 3, 2015",10:00p,Sacramento Kings,96,Golden State Warriors,121,Golden State Warriors,"17,317"
"Wed, Feb 4, 2015",7:00p,Indiana Pacers,114,Detroit Pistons,109,Indiana Pacers,"15,892"
"Wed, Feb 4, 2015",7:30p,Atlanta Hawks,105,Washington Wizards,96,Atlanta Hawks,"18,047"
"Wed, Feb 4, 2015",7:30p,Boston Celtics,104,Denver Nuggets,100,Boston Celtics,"15,126"
"Wed, Feb 4, 2015",7:30p,Toronto Raptors,93,Brooklyn Nets,109,Brooklyn Nets,"19,800"
"Wed, Feb 4, 2015",8:00p,Houston Rockets,101,Chicago Bulls,90,Houston Rockets,"18,325"
"Wed, Feb 4, 2015",8:00p,Milwaukee Bucks,113,Los Angeles Lakers,105,Milwaukee Bucks,"12,544"
"Wed, Feb 4, 2015",8:00p,Minnesota Timberwolves,102,Miami Heat,101,Minnesota Timberwolves,"11,517"
"Wed, Feb 4, 2015",8:00p,New Orleans Pelicans,91,Oklahoma City Thunder,102,Oklahoma City Thunder,"17,156"
"Wed, Feb 4, 2015",8:30p,San Antonio Spurs,110,Orlando Magic,103,San Antonio Spurs,"18,581"
"Wed, Feb 4, 2015",9:00p,Utah Jazz,90,Memphis Grizzlies,100,Memphis Grizzlies,"19,911"
"Wed, Feb 4, 2015",10:30p,Golden State Warriors,128,Dallas Mavericks,114,Golden State Warriors,"19,596"
"Thu, Feb 5, 2015",7:00p,Charlotte Hornets,94,Washington Wizards,87,Charlotte Hornets,"17,019"
"Thu, Feb 5, 2015",8:00p,Cleveland Cavaliers,105,Los Angeles Clippers,94,Cleveland Cavaliers,"20,562"
"Thu, Feb 5, 2015",10:00p,Sacramento Kings,78,Dallas Mavericks,101,Dallas Mavericks,"16,993"
"Thu, Feb 5, 2015",10:30p,Portland Trail Blazers,108,Phoenix Suns,87,Portland Trail Blazers,"19,488"
"Fri, Feb 6, 2015",7:00p,Brooklyn Nets,92,New York Knicks,88,Brooklyn Nets,"17,732"
"Fri, Feb 6, 2015",7:00p,Indiana Pacers,103,Cleveland Cavaliers,99,Indiana Pacers,"18,165"
"Fri, Feb 6, 2015",7:00p,Orlando Magic,103,Los Angeles Lakers,97,Orlando Magic,"16,206"
"Fri, Feb 6, 2015",7:00p,Toronto Raptors,123,Los Angeles Clippers,107,Toronto Raptors,"19,800"
"Fri, Feb 6, 2015",7:30p,Atlanta Hawks,124,Golden State Warriors,116,Atlanta Hawks,"19,225"
"Fri, Feb 6, 2015",7:30p,Boston Celtics,107,Philadelphia 76ers,96,Boston Celtics,"18,322"
"Fri, Feb 6, 2015",7:30p,Detroit Pistons,98,Denver Nuggets,88,Detroit Pistons,"17,035"
"Fri, Feb 6, 2015",8:00p,Houston Rockets,117,Milwaukee Bucks,111,Houston Rockets,"18,239"
"Fri, Feb 6, 2015",8:00p,Minnesota Timberwolves,90,Memphis Grizzlies,89,Minnesota Timberwolves,"14,388"
"Fri, Feb 6, 2015",8:00p,Oklahoma City Thunder,113,New Orleans Pelicans,116,New Orleans Pelicans,"18,203"
"Fri, Feb 6, 2015",9:00p,Phoenix Suns,100,Utah Jazz,93,Phoenix Suns,"18,055"
"Fri, Feb 6, 2015",9:30p,San Antonio Spurs,98,Miami Heat,85,San Antonio Spurs,"18,581"
"Sat, Feb 7, 2015",7:00p,New Orleans Pelicans,72,Chicago Bulls,107,Chicago Bulls,"18,402"
"Sat, Feb 7, 2015",7:00p,Washington Wizards,114,Brooklyn Nets,77,Washington Wizards,"20,356"
"Sat, Feb 7, 2015",7:30p,New York Knicks,92,Golden State Warriors,106,Golden State Warriors,"19,812"
"Sat, Feb 7, 2015",7:30p,Philadelphia 76ers,89,Charlotte Hornets,81,Philadelphia 76ers,"16,739"
"Sat, Feb 7, 2015",8:30p,Dallas Mavericks,111,Portland Trail Blazers,101,Dallas Mavericks,"20,398"
"Sat, Feb 7, 2015",8:30p,Milwaukee Bucks,96,Boston Celtics,93,Milwaukee Bucks,"16,470"
"Sat, Feb 7, 2015",9:00p,Utah Jazz,102,Sacramento Kings,90,Utah Jazz,"19,128"
"Sun, Feb 8, 2015",1:00p,Oklahoma City Thunder,131,Los Angeles Clippers,108,Oklahoma City Thunder,"18,203"
"Sun, Feb 8, 2015",3:30p,Cleveland Cavaliers,120,Los Angeles Lakers,105,Cleveland Cavaliers,"20,562"
"Sun, Feb 8, 2015",6:00p,Charlotte Hornets,102,Indiana Pacers,103,Indiana Pacers,"16,991"
"Sun, Feb 8, 2015",6:00p,Detroit Pistons,101,Minnesota Timberwolves,112,Minnesota Timberwolves,"16,075"
"Sun, Feb 8, 2015",6:00p,Memphis Grizzlies,94,Atlanta Hawks,88,Memphis Grizzlies,"18,119"
"Sun, Feb 8, 2015",6:00p,Orlando Magic,97,Chicago Bulls,98,Chicago Bulls,"16,944"
"Sun, Feb 8, 2015",7:00p,Houston Rockets,98,Portland Trail Blazers,109,Portland Trail Blazers,"18,243"
"Sun, Feb 8, 2015",7:00p,Toronto Raptors,87,San Antonio Spurs,82,Toronto Raptors,"19,800"
"Sun, Feb 8, 2015",9:00p,Sacramento Kings,85,Phoenix Suns,83,Sacramento Kings,"17,013"
"Mon, Feb 9, 2015",7:00p,Indiana Pacers,93,San Antonio Spurs,95,San Antonio Spurs,"16,691"
"Mon, Feb 9, 2015",7:00p,Philadelphia 76ers,84,Golden State Warriors,89,Golden State Warriors,"16,247"
"Mon, Feb 9, 2015",7:00p,Washington Wizards,96,Orlando Magic,80,Washington Wizards,"16,031"
"Mon, Feb 9, 2015",7:30p,Miami Heat,109,New York Knicks,95,Miami Heat,"19,851"
"Mon, Feb 9, 2015",8:00p,Milwaukee Bucks,103,Brooklyn Nets,97,Milwaukee Bucks,"12,431"
"Mon, Feb 9, 2015",8:00p,Minnesota Timberwolves,105,Atlanta Hawks,117,Atlanta Hawks,"10,987"
"Mon, Feb 9, 2015",8:00p,New Orleans Pelicans,96,Utah Jazz,100,Utah Jazz,"15,321"
"Mon, Feb 9, 2015",8:30p,Dallas Mavericks,98,Los Angeles Clippers,115,Los Angeles Clippers,"20,082"
"Mon, Feb 9, 2015",9:00p,Denver Nuggets,114,Oklahoma City Thunder,124,Oklahoma City Thunder,"16,511"
"Tue, Feb 10, 2015",7:00p,Charlotte Hornets,78,Detroit Pistons,106,Detroit Pistons,"15,876"
"Tue, Feb 10, 2015",8:00p,Chicago Bulls,104,Sacramento Kings,86,Chicago Bulls,"21,560"
"Tue, Feb 10, 2015",8:00p,Memphis Grizzlies,95,Brooklyn Nets,86,Memphis Grizzlies,"16,901"
"Tue, Feb 10, 2015",8:00p,Phoenix Suns,118,Houston Rockets,127,Houston Rockets,"17,071"
"Tue, Feb 10, 2015",10:30p,Los Angeles Lakers,96,Denver Nuggets,106,Denver Nuggets,"18,466"
"Wed, Feb 11, 2015",7:00p,Orlando Magic,89,New York Knicks,83,Orlando Magic,"15,473"
"Wed, Feb 11, 2015",7:30p,Boston Celtics,89,Atlanta Hawks,88,Boston Celtics,"16,083"
"Wed, Feb 11, 2015",7:30p,Detroit Pistons,87,San Antonio Spurs,104,San Antonio Spurs,"14,617"
"Wed, Feb 11, 2015",7:30p,Toronto Raptors,95,Washington Wizards,93,Toronto Raptors,"19,800"
"Wed, Feb 11, 2015",8:00p,Cleveland Cavaliers,113,Miami Heat,93,Cleveland Cavaliers,"20,562"
"Wed, Feb 11, 2015",8:00p,Milwaukee Bucks,111,Sacramento Kings,103,Milwaukee Bucks,"13,046"
"Wed, Feb 11, 2015",8:00p,Minnesota Timberwolves,91,Golden State Warriors,94,Golden State Warriors,"14,303"
"Wed, Feb 11, 2015",8:00p,New Orleans Pelicans,93,Indiana Pacers,106,Indiana Pacers,"17,074"
"Wed, Feb 11, 2015",8:00p,Oklahoma City Thunder,105,Memphis Grizzlies,89,Oklahoma City Thunder,"18,203"
"Wed, Feb 11, 2015",8:30p,Dallas Mavericks,87,Utah Jazz,82,Dallas Mavericks,"19,947"
"Wed, Feb 11, 2015",10:00p,Portland Trail Blazers,102,Los Angeles Lakers,86,Portland Trail Blazers,"19,585"
"Wed, Feb 11, 2015",10:30p,Los Angeles Clippers,110,Houston Rockets,95,Los Angeles Clippers,"19,060"
"Thu, Feb 12, 2015",8:00p,Chicago Bulls,113,Cleveland Cavaliers,98,Chicago Bulls,"21,920"
"Thu, Feb 19, 2015",8:00p,Oklahoma City Thunder,104,Dallas Mavericks,89,Oklahoma City Thunder,"18,203"
"Thu, Feb 19, 2015",10:30p,Los Angeles Clippers,119,San Antonio Spurs,115,Los Angeles Clippers,"19,358"
"Fri, Feb 20, 2015",7:00p,Orlando Magic,95,New Orleans Pelicans,84,Orlando Magic,"18,259"
"Fri, Feb 20, 2015",7:00p,Philadelphia 76ers,95,Indiana Pacers,106,Indiana Pacers,"16,777"
"Fri, Feb 20, 2015",7:30p,Atlanta Hawks,80,Toronto Raptors,105,Toronto Raptors,"18,968"
"Fri, Feb 20, 2015",7:30p,Detroit Pistons,100,Chicago Bulls,91,Detroit Pistons,"19,053"
"Fri, Feb 20, 2015",7:30p,New York Knicks,87,Miami Heat,111,Miami Heat,"19,812"
"Fri, Feb 20, 2015",8:00p,Minnesota Timberwolves,111,Phoenix Suns,109,Minnesota Timberwolves,"14,077"
"Fri, Feb 20, 2015",8:00p,Washington Wizards,89,Cleveland Cavaliers,127,Cleveland Cavaliers,"20,356"
"Fri, Feb 20, 2015",8:30p,Dallas Mavericks,111,Houston Rockets,100,Dallas Mavericks,"20,389"
"Fri, Feb 20, 2015",8:30p,Milwaukee Bucks,89,Denver Nuggets,81,Milwaukee Bucks,"16,110"
"Fri, Feb 20, 2015",9:00p,Utah Jazz,92,Portland Trail Blazers,76,Utah Jazz,"19,911"
"Fri, Feb 20, 2015",10:00p,Sacramento Kings,109,Boston Celtics,101,Sacramento Kings,"17,317"
"Fri, Feb 20, 2015",10:30p,Golden State Warriors,110,San Antonio Spurs,99,Golden State Warriors,"19,596"
"Fri, Feb 20, 2015",10:30p,Los Angeles Lakers,105,Brooklyn Nets,114,Brooklyn Nets,"18,997"
"Sat, Feb 21, 2015",7:00p,Charlotte Hornets,103,Oklahoma City Thunder,110,Oklahoma City Thunder,"19,303"
"Sat, Feb 21, 2015",7:30p,Miami Heat,91,New Orleans Pelicans,105,New Orleans Pelicans,"19,982"
"Sat, Feb 21, 2015",8:00p,Chicago Bulls,112,Phoenix Suns,107,Chicago Bulls,"22,292"
"Sat, Feb 21, 2015",8:00p,Houston Rockets,98,Toronto Raptors,76,Houston Rockets,"18,329"
"Sat, Feb 21, 2015",10:00p,Los Angeles Clippers,126,Sacramento Kings,99,Los Angeles Clippers,"19,133"
"Sun, Feb 22, 2015",1:00p,New York Knicks,83,Cleveland Cavaliers,101,Cleveland Cavaliers,"19,812"
"Sun, Feb 22, 2015",3:30p,Detroit Pistons,106,Washington Wizards,89,Detroit Pistons,"18,371"
"Sun, Feb 22, 2015",3:30p,Milwaukee Bucks,86,Atlanta Hawks,97,Atlanta Hawks,"14,787"
"Sun, Feb 22, 2015",6:00p,Indiana Pacers,104,Golden State Warriors,98,Indiana Pacers,"17,789"
"Sun, Feb 22, 2015",6:00p,Orlando Magic,103,Philadelphia 76ers,98,Orlando Magic,"16,108"
"Sun, Feb 22, 2015",7:00p,Oklahoma City Thunder,119,Denver Nuggets,94,Oklahoma City Thunder,"18,203"
"Sun, Feb 22, 2015",7:30p,Dallas Mavericks,92,Charlotte Hornets,81,Dallas Mavericks,"20,347"
"Sun, Feb 22, 2015",9:00p,Portland Trail Blazers,92,Memphis Grizzlies,98,Memphis Grizzlies,"19,782"
"Sun, Feb 22, 2015",9:30p,Los Angeles Lakers,118,Boston Celtics,111,Los Angeles Lakers,"18,997"
"Mon, Feb 23, 2015",7:30p,Miami Heat,119,Philadelphia 76ers,108,Miami Heat,"19,802"
"Mon, Feb 23, 2015",8:00p,Chicago Bulls,87,Milwaukee Bucks,71,Chicago Bulls,"21,434"
"Mon, Feb 23, 2015",8:00p,Houston Rockets,113,Minnesota Timberwolves,102,Houston Rockets,"18,240"
"Mon, Feb 23, 2015",8:00p,New Orleans Pelicans,100,Toronto Raptors,97,New Orleans Pelicans,"16,514"
"Mon, Feb 23, 2015",9:00p,Denver Nuggets,82,Brooklyn Nets,110,Brooklyn Nets,"13,127"
"Mon, Feb 23, 2015",9:00p,Phoenix Suns,110,Boston Celtics,115,Boston Celtics,"17,076"
"Mon, Feb 23, 2015",9:00p,Utah Jazz,90,San Antonio Spurs,81,Utah Jazz,"18,782"
"Mon, Feb 23, 2015",10:30p,Los Angeles Clippers,87,Memphis Grizzlies,90,Memphis Grizzlies,"19,161"
"Tue, Feb 24, 2015",7:00p,Washington Wizards,107,Golden State Warriors,114,Golden State Warriors,"20,356"
"Tue, Feb 24, 2015",7:30p,Detroit Pistons,93,Cleveland Cavaliers,102,Cleveland Cavaliers,"19,087"
"Tue, Feb 24, 2015",8:00p,Oklahoma City Thunder,105,Indiana Pacers,92,Oklahoma City Thunder,"18,203"
"Tue, Feb 24, 2015",8:30p,Dallas Mavericks,99,Toronto Raptors,92,Dallas Mavericks,"20,151"
"Wed, Feb 25, 2015",7:00p,Orlando Magic,90,Miami Heat,93,Miami Heat,"18,309"
"Wed, Feb 25, 2015",7:30p,Atlanta Hawks,104,Dallas Mavericks,87,Atlanta Hawks,"16,126"
"Wed, Feb 25, 2015",7:30p,Boston Celtics,115,New York Knicks,94,Boston Celtics,"16,899"
"Wed, Feb 25, 2015",8:00p,Chicago Bulls,86,Charlotte Hornets,98,Charlotte Hornets,"21,509"
"Wed, Feb 25, 2015",8:00p,Houston Rockets,110,Los Angeles Clippers,105,Houston Rockets,"18,154"
"Wed, Feb 25, 2015",8:00p,Milwaukee Bucks,104,Philadelphia 76ers,88,Milwaukee Bucks,"12,763"
"Wed, Feb 25, 2015",8:00p,Minnesota Timberwolves,97,Washington Wizards,77,Minnesota Timberwolves,"19,856"
"Wed, Feb 25, 2015",8:00p,New Orleans Pelicans,102,Brooklyn Nets,96,New Orleans Pelicans,"16,097"
"Wed, Feb 25, 2015",9:00p,Denver Nuggets,96,Phoenix Suns,110,Phoenix Suns,"12,813"
"Wed, Feb 25, 2015",9:00p,Utah Jazz,97,Los Angeles Lakers,100,Los Angeles Lakers,"19,911"
