Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Wed, Dec 17, 2014",10:30p,Los Angeles Clippers,102,Indiana Pacers,100,Los Angeles Clippers,"19,060"
"Thu, Dec 18, 2014",8:00p,Chicago Bulls,103,New York Knicks,97,Chicago Bulls,"21,875"
"Thu, Dec 18, 2014",8:30p,Houston Rockets,90,New Orleans Pelicans,99,New Orleans Pelicans,"18,137"
"Thu, Dec 18, 2014",10:00p,Sacramento Kings,107,Milwaukee Bucks,108,Milwaukee Bucks,"15,645"
"Thu, Dec 18, 2014",10:30p,Golden State Warriors,114,Oklahoma City Thunder,109,Golden State Warriors,"19,596"
"Fri, Dec 19, 2014",7:00p,Orlando Magic,94,Utah Jazz,101,Utah Jazz,"16,032"
"Fri, Dec 19, 2014",7:00p,Philadelphia 76ers,91,Charlotte Hornets,109,Charlotte Hornets,"13,398"
"Fri, Dec 19, 2014",7:30p,Boston Celtics,114,Minnesota Timberwolves,98,Boston Celtics,"17,042"
"Fri, Dec 19, 2014",7:30p,Cleveland Cavaliers,95,Brooklyn Nets,91,Cleveland Cavaliers,"20,562"
"Fri, Dec 19, 2014",7:30p,Detroit Pistons,100,Toronto Raptors,110,Toronto Raptors,"16,274"
"Fri, Dec 19, 2014",7:30p,Miami Heat,103,Washington Wizards,105,Washington Wizards,"19,600"
"Fri, Dec 19, 2014",8:00p,Memphis Grizzlies,97,Chicago Bulls,103,Chicago Bulls,"18,119"
"Fri, Dec 19, 2014",8:00p,San Antonio Spurs,119,Portland Trail Blazers,129,Portland Trail Blazers,"18,581"
"Fri, Dec 19, 2014",9:00p,Denver Nuggets,109,Los Angeles Clippers,106,Denver Nuggets,"15,030"
"Fri, Dec 19, 2014",10:30p,Los Angeles Lakers,103,Oklahoma City Thunder,104,Oklahoma City Thunder,"18,997"
"Sat, Dec 20, 2014",1:00p,New York Knicks,90,Phoenix Suns,99,Phoenix Suns,"19,812"
"Sat, Dec 20, 2014",7:00p,Charlotte Hornets,104,Utah Jazz,86,Charlotte Hornets,"17,384"
"Sat, Dec 20, 2014",7:00p,New Orleans Pelicans,88,Portland Trail Blazers,114,Portland Trail Blazers,"16,079"
"Sat, Dec 20, 2014",8:00p,Houston Rockets,97,Atlanta Hawks,104,Atlanta Hawks,"16,998"
"Sat, Dec 20, 2014",8:30p,Dallas Mavericks,99,San Antonio Spurs,93,Dallas Mavericks,"20,504"
"Sat, Dec 20, 2014",9:00p,Denver Nuggets,76,Indiana Pacers,73,Denver Nuggets,"14,125"
"Sat, Dec 20, 2014",10:30p,Los Angeles Clippers,106,Milwaukee Bucks,102,Los Angeles Clippers,"19,060"
"Sun, Dec 21, 2014",3:30p,Toronto Raptors,118,New York Knicks,108,Toronto Raptors,"19,800"
"Sun, Dec 21, 2014",4:30p,Cleveland Cavaliers,105,Memphis Grizzlies,91,Cleveland Cavaliers,"20,562"
"Sun, Dec 21, 2014",6:00p,Brooklyn Nets,110,Detroit Pistons,105,Brooklyn Nets,"17,732"
"Sun, Dec 21, 2014",6:00p,Miami Heat,100,Boston Celtics,84,Miami Heat,"19,720"
"Sun, Dec 21, 2014",6:00p,Orlando Magic,88,Philadelphia 76ers,96,Philadelphia 76ers,"15,682"
"Sun, Dec 21, 2014",6:00p,Sacramento Kings,108,Los Angeles Lakers,101,Sacramento Kings,"17,317"
"Sun, Dec 21, 2014",6:00p,Washington Wizards,92,Phoenix Suns,104,Phoenix Suns,"18,207"
"Sun, Dec 21, 2014",7:00p,Minnesota Timberwolves,96,Indiana Pacers,100,Indiana Pacers,"12,687"
"Sun, Dec 21, 2014",7:00p,Oklahoma City Thunder,99,New Orleans Pelicans,101,New Orleans Pelicans,"18,203"
"Mon, Dec 22, 2014",7:00p,Charlotte Hornets,110,Denver Nuggets,82,Charlotte Hornets,"16,913"
"Mon, Dec 22, 2014",8:00p,Chicago Bulls,129,Toronto Raptors,120,Chicago Bulls,"21,846"
"Mon, Dec 22, 2014",8:00p,Houston Rockets,110,Portland Trail Blazers,95,Houston Rockets,"18,316"
"Mon, Dec 22, 2014",8:00p,Memphis Grizzlies,91,Utah Jazz,97,Utah Jazz,"16,991"
"Mon, Dec 22, 2014",8:30p,Dallas Mavericks,102,Atlanta Hawks,105,Atlanta Hawks,"20,339"
"Mon, Dec 22, 2014",8:30p,San Antonio Spurs,125,Los Angeles Clippers,118,San Antonio Spurs,"18,581"
"Mon, Dec 22, 2014",10:30p,Golden State Warriors,128,Sacramento Kings,108,Golden State Warriors,"19,596"
"Tue, Dec 23, 2014",7:00p,Cleveland Cavaliers,125,Minnesota Timberwolves,104,Cleveland Cavaliers,"20,562"
"Tue, Dec 23, 2014",7:00p,Indiana Pacers,96,New Orleans Pelicans,84,Indiana Pacers,"17,336"
"Tue, Dec 23, 2014",7:00p,Orlando Magic,100,Boston Celtics,95,Orlando Magic,"17,489"
"Tue, Dec 23, 2014",7:00p,Washington Wizards,91,Chicago Bulls,99,Chicago Bulls,"20,356"
"Tue, Dec 23, 2014",7:30p,Atlanta Hawks,107,Los Angeles Clippers,104,Atlanta Hawks,"19,191"
"Tue, Dec 23, 2014",7:30p,Brooklyn Nets,102,Denver Nuggets,96,Brooklyn Nets,"17,080"
"Tue, Dec 23, 2014",7:30p,Miami Heat,87,Philadelphia 76ers,91,Philadelphia 76ers,"19,600"
"Tue, Dec 23, 2014",8:00p,Milwaukee Bucks,101,Charlotte Hornets,108,Charlotte Hornets,"14,653"
"Tue, Dec 23, 2014",8:00p,Oklahoma City Thunder,111,Portland Trail Blazers,115,Portland Trail Blazers,"18,203"
"Tue, Dec 23, 2014",9:00p,Phoenix Suns,124,Dallas Mavericks,115,Phoenix Suns,"18,055"
"Tue, Dec 23, 2014",10:30p,Los Angeles Lakers,115,Golden State Warriors,105,Los Angeles Lakers,"18,997"
"Thu, Dec 25, 2014",12:00p,New York Knicks,91,Washington Wizards,102,Washington Wizards,"19,812"
"Thu, Dec 25, 2014",2:30p,San Antonio Spurs,106,Oklahoma City Thunder,114,Oklahoma City Thunder,"18,581"
"Thu, Dec 25, 2014",5:00p,Miami Heat,101,Cleveland Cavaliers,91,Miami Heat,"19,817"
"Thu, Dec 25, 2014",8:00p,Chicago Bulls,113,Los Angeles Lakers,93,Chicago Bulls,"22,865"
"Thu, Dec 25, 2014",10:30p,Los Angeles Clippers,100,Golden State Warriors,86,Los Angeles Clippers,"19,540"
"Fri, Dec 26, 2014",1:00p,Boston Celtics,107,Brooklyn Nets,109,Brooklyn Nets,"18,624"
"Fri, Dec 26, 2014",7:00p,Orlando Magic,89,Cleveland Cavaliers,98,Cleveland Cavaliers,"18,846"
"Fri, Dec 26, 2014",7:30p,Atlanta Hawks,77,Milwaukee Bucks,107,Milwaukee Bucks,"19,016"
"Fri, Dec 26, 2014",7:30p,Detroit Pistons,119,Indiana Pacers,109,Detroit Pistons,"13,408"
"Fri, Dec 26, 2014",8:00p,Memphis Grizzlies,111,Houston Rockets,117,Houston Rockets,"18,119"
"Fri, Dec 26, 2014",8:00p,New Orleans Pelicans,97,San Antonio Spurs,90,New Orleans Pelicans,"18,376"
"Fri, Dec 26, 2014",8:00p,Oklahoma City Thunder,98,Charlotte Hornets,75,Oklahoma City Thunder,"18,203"
"Fri, Dec 26, 2014",8:30p,Dallas Mavericks,102,Los Angeles Lakers,98,Dallas Mavericks,"20,424"
"Fri, Dec 26, 2014",9:00p,Denver Nuggets,106,Minnesota Timberwolves,102,Denver Nuggets,"14,516"
"Fri, Dec 26, 2014",10:00p,Portland Trail Blazers,114,Philadelphia 76ers,93,Portland Trail Blazers,"19,972"
"Fri, Dec 26, 2014",10:00p,Sacramento Kings,106,Phoenix Suns,115,Phoenix Suns,"17,317"
"Sat, Dec 27, 2014",3:30p,Los Angeles Clippers,98,Toronto Raptors,110,Toronto Raptors,"19,335"
"Sat, Dec 27, 2014",7:00p,Charlotte Hornets,94,Orlando Magic,102,Orlando Magic,"19,085"
"Sat, Dec 27, 2014",7:00p,Washington Wizards,101,Boston Celtics,88,Washington Wizards,"20,356"
"Sat, Dec 27, 2014",7:30p,Miami Heat,95,Memphis Grizzlies,103,Memphis Grizzlies,"19,744"
"Sat, Dec 27, 2014",8:00p,Brooklyn Nets,85,Indiana Pacers,110,Indiana Pacers,"17,732"
"Sat, Dec 27, 2014",8:00p,Chicago Bulls,107,New Orleans Pelicans,100,Chicago Bulls,"21,935"
"Sat, Dec 27, 2014",8:30p,Milwaukee Bucks,85,Atlanta Hawks,90,Atlanta Hawks,"16,788"
"Sat, Dec 27, 2014",9:00p,Utah Jazz,88,Philadelphia 76ers,71,Utah Jazz,"18,890"
"Sat, Dec 27, 2014",10:00p,Sacramento Kings,135,New York Knicks,129,Sacramento Kings,"17,317"
"Sat, Dec 27, 2014",10:30p,Golden State Warriors,110,Minnesota Timberwolves,97,Golden State Warriors,"19,596"
"Sun, Dec 28, 2014",4:30p,Cleveland Cavaliers,80,Detroit Pistons,103,Detroit Pistons,"20,562"
"Sun, Dec 28, 2014",7:00p,San Antonio Spurs,110,Houston Rockets,106,San Antonio Spurs,"18,581"
"Sun, Dec 28, 2014",7:30p,Dallas Mavericks,112,Oklahoma City Thunder,107,Dallas Mavericks,"20,417"
"Sun, Dec 28, 2014",9:00p,Denver Nuggets,102,Toronto Raptors,116,Toronto Raptors,"14,216"
"Sun, Dec 28, 2014",9:00p,Portland Trail Blazers,101,New York Knicks,79,Portland Trail Blazers,"19,800"
"Sun, Dec 28, 2014",9:30p,Los Angeles Lakers,107,Phoenix Suns,116,Phoenix Suns,"18,997"
"Mon, Dec 29, 2014",7:00p,Charlotte Hornets,94,Milwaukee Bucks,104,Milwaukee Bucks,"17,430"
"Mon, Dec 29, 2014",7:00p,Indiana Pacers,90,Chicago Bulls,92,Chicago Bulls,"18,165"
"Mon, Dec 29, 2014",7:30p,Brooklyn Nets,107,Sacramento Kings,99,Brooklyn Nets,"17,732"
"Mon, Dec 29, 2014",7:30p,Miami Heat,101,Orlando Magic,102,Orlando Magic,"19,887"
"Mon, Dec 29, 2014",8:00p,Houston Rockets,103,Washington Wizards,104,Washington Wizards,"18,322"
"Mon, Dec 29, 2014",10:30p,Los Angeles Clippers,101,Utah Jazz,97,Los Angeles Clippers,"19,060"
"Tue, Dec 30, 2014",7:00p,Orlando Magic,86,Detroit Pistons,109,Detroit Pistons,"17,414"
"Tue, Dec 30, 2014",7:30p,Atlanta Hawks,109,Cleveland Cavaliers,101,Atlanta Hawks,"19,215"
"Tue, Dec 30, 2014",8:00p,Chicago Bulls,82,Brooklyn Nets,96,Brooklyn Nets,"22,032"
"Tue, Dec 30, 2014",8:00p,Memphis Grizzlies,95,San Antonio Spurs,87,Memphis Grizzlies,"18,119"
"Tue, Dec 30, 2014",8:00p,New Orleans Pelicans,110,Phoenix Suns,106,New Orleans Pelicans,"16,364"
"Tue, Dec 30, 2014",8:30p,Dallas Mavericks,114,Washington Wizards,87,Dallas Mavericks,"20,397"
"Tue, Dec 30, 2014",9:00p,Denver Nuggets,103,Los Angeles Lakers,111,Los Angeles Lakers,"17,248"
"Tue, Dec 30, 2014",9:00p,Utah Jazz,100,Minnesota Timberwolves,94,Utah Jazz,"18,947"
"Tue, Dec 30, 2014",10:00p,Portland Trail Blazers,102,Toronto Raptors,97,Portland Trail Blazers,"20,053"
"Tue, Dec 30, 2014",10:30p,Golden State Warriors,126,Philadelphia 76ers,86,Golden State Warriors,"19,596"
"Wed, Dec 31, 2014",1:00p,Boston Celtics,106,Sacramento Kings,84,Boston Celtics,"18,624"
"Wed, Dec 31, 2014",3:00p,Indiana Pacers,106,Miami Heat,95,Indiana Pacers,"18,165"
"Wed, Dec 31, 2014",6:00p,Los Angeles Clippers,99,New York Knicks,78,Los Angeles Clippers,"19,198"
"Wed, Dec 31, 2014",7:00p,Cleveland Cavaliers,80,Milwaukee Bucks,96,Milwaukee Bucks,"20,562"
"Wed, Dec 31, 2014",7:00p,Houston Rockets,102,Charlotte Hornets,83,Houston Rockets,"18,276"
"Wed, Dec 31, 2014",7:00p,San Antonio Spurs,95,New Orleans Pelicans,93,San Antonio Spurs,"18,581"
"Wed, Dec 31, 2014",8:00p,Oklahoma City Thunder,137,Phoenix Suns,134,Oklahoma City Thunder,"18,203"
"Thu, Jan 1, 2015",8:00p,Chicago Bulls,106,Denver Nuggets,101,Chicago Bulls,"21,794"
"Thu, Jan 1, 2015",8:00p,Minnesota Timberwolves,107,Sacramento Kings,110,Sacramento Kings,"13,337"
"Fri, Jan 2, 2015",7:00p,Charlotte Hornets,87,Cleveland Cavaliers,91,Cleveland Cavaliers,"19,307"
"Fri, Jan 2, 2015",7:00p,Orlando Magic,98,Brooklyn Nets,100,Brooklyn Nets,"17,008"
"Fri, Jan 2, 2015",7:30p,Boston Celtics,101,Dallas Mavericks,119,Dallas Mavericks,"18,624"
"Fri, Jan 2, 2015",7:30p,New York Knicks,81,Detroit Pistons,97,Detroit Pistons,"19,812"
"Fri, Jan 2, 2015",8:00p,New Orleans Pelicans,111,Houston Rockets,83,New Orleans Pelicans,"17,705"
"Fri, Jan 2, 2015",8:00p,Oklahoma City Thunder,109,Washington Wizards,102,Oklahoma City Thunder,"18,203"
"Fri, Jan 2, 2015",8:30p,Milwaukee Bucks,91,Indiana Pacers,94,Indiana Pacers,"16,238"
"Fri, Jan 2, 2015",9:00p,Phoenix Suns,112,Philadelphia 76ers,96,Phoenix Suns,"16,514"
"Fri, Jan 2, 2015",9:00p,Utah Jazz,92,Atlanta Hawks,98,Atlanta Hawks,"19,029"
"Fri, Jan 2, 2015",10:30p,Golden State Warriors,126,Toronto Raptors,105,Golden State Warriors,"19,596"
"Fri, Jan 2, 2015",10:30p,Los Angeles Lakers,106,Memphis Grizzlies,109,Memphis Grizzlies,"18,997"
"Sat, Jan 3, 2015",7:00p,Orlando Magic,90,Charlotte Hornets,98,Charlotte Hornets,"15,274"
"Sat, Jan 3, 2015",8:00p,Chicago Bulls,109,Boston Celtics,104,Chicago Bulls,"21,820"
"Sat, Jan 3, 2015",8:00p,Houston Rockets,115,Miami Heat,79,Houston Rockets,"18,338"
"Sat, Jan 3, 2015",8:00p,Minnesota Timberwolves,89,Utah Jazz,101,Utah Jazz,"13,702"
"Sat, Jan 3, 2015",8:30p,San Antonio Spurs,101,Washington Wizards,92,San Antonio Spurs,"18,581"
"Sat, Jan 3, 2015",9:00p,Denver Nuggets,114,Memphis Grizzlies,85,Denver Nuggets,"16,350"
"Sat, Jan 3, 2015",10:00p,Portland Trail Blazers,107,Atlanta Hawks,115,Atlanta Hawks,"19,829"
"Sat, Jan 3, 2015",10:30p,Los Angeles Clippers,127,Philadelphia 76ers,91,Los Angeles Clippers,"19,060"
"Sun, Jan 4, 2015",1:00p,Cleveland Cavaliers,90,Dallas Mavericks,109,Dallas Mavericks,"20,562"
"Sun, Jan 4, 2015",6:00p,Detroit Pistons,114,Sacramento Kings,95,Detroit Pistons,"12,254"
"Sun, Jan 4, 2015",6:00p,Miami Heat,88,Brooklyn Nets,84,Miami Heat,"20,181"
"Sun, Jan 4, 2015",7:30p,New York Knicks,82,Milwaukee Bucks,95,Milwaukee Bucks,"19,812"
"Sun, Jan 4, 2015",8:00p,Phoenix Suns,125,Toronto Raptors,109,Phoenix Suns,"17,166"
"Sun, Jan 4, 2015",9:30p,Los Angeles Lakers,88,Indiana Pacers,87,Los Angeles Lakers,"18,997"
"Mon, Jan 5, 2015",7:00p,Philadelphia 76ers,95,Cleveland Cavaliers,92,Philadelphia 76ers,"17,771"
"Mon, Jan 5, 2015",7:30p,Boston Celtics,95,Charlotte Hornets,104,Charlotte Hornets,"16,720"
"Mon, Jan 5, 2015",7:30p,Brooklyn Nets,88,Dallas Mavericks,96,Dallas Mavericks,"17,732"
"Mon, Jan 5, 2015",8:00p,Chicago Bulls,114,Houston Rockets,105,Chicago Bulls,"21,510"
"Mon, Jan 5, 2015",8:00p,Memphis Grizzlies,105,New York Knicks,83,Memphis Grizzlies,"16,888"
"Mon, Jan 5, 2015",8:00p,Minnesota Timberwolves,101,Denver Nuggets,110,Denver Nuggets,"10,386"
"Mon, Jan 5, 2015",8:00p,New Orleans Pelicans,85,Washington Wizards,92,Washington Wizards,"16,182"
"Mon, Jan 5, 2015",9:00p,Utah Jazz,101,Indiana Pacers,105,Indiana Pacers,"17,378"
"Mon, Jan 5, 2015",10:00p,Portland Trail Blazers,98,Los Angeles Lakers,94,Portland Trail Blazers,"19,827"
"Mon, Jan 5, 2015",10:30p,Golden State Warriors,117,Oklahoma City Thunder,91,Golden State Warriors,"19,596"
"Mon, Jan 5, 2015",10:30p,Los Angeles Clippers,98,Atlanta Hawks,107,Atlanta Hawks,"19,060"
"Tue, Jan 6, 2015",8:00p,Milwaukee Bucks,96,Phoenix Suns,102,Phoenix Suns,"12,311"
"Tue, Jan 6, 2015",8:30p,San Antonio Spurs,104,Detroit Pistons,105,Detroit Pistons,"18,581"
"Wed, Jan 7, 2015",7:00p,Charlotte Hornets,98,New Orleans Pelicans,94,Charlotte Hornets,"15,171"
"Wed, Jan 7, 2015",7:00p,Cleveland Cavaliers,93,Houston Rockets,105,Houston Rockets,"20,562"
"Wed, Jan 7, 2015",7:00p,Philadelphia 76ers,77,Milwaukee Bucks,97,Milwaukee Bucks,"10,288"
"Wed, Jan 7, 2015",7:00p,Washington Wizards,101,New York Knicks,91,Washington Wizards,"16,902"
"Wed, Jan 7, 2015",7:30p,Atlanta Hawks,96,Memphis Grizzlies,86,Atlanta Hawks,"17,126"
"Wed, Jan 7, 2015",7:30p,Brooklyn Nets,81,Boston Celtics,89,Boston Celtics,"16,005"
"Wed, Jan 7, 2015",8:00p,Chicago Bulls,77,Utah Jazz,97,Utah Jazz,"21,379"
"Wed, Jan 7, 2015",8:30p,Dallas Mavericks,95,Detroit Pistons,108,Detroit Pistons,"20,279"
"Wed, Jan 7, 2015",9:00p,Denver Nuggets,93,Orlando Magic,90,Denver Nuggets,"13,513"
"Wed, Jan 7, 2015",9:30p,Minnesota Timberwolves,111,Phoenix Suns,113,Phoenix Suns,"10,547"
"Wed, Jan 7, 2015",10:00p,Sacramento Kings,104,Oklahoma City Thunder,83,Sacramento Kings,"16,037"
"Wed, Jan 7, 2015",10:30p,Golden State Warriors,117,Indiana Pacers,102,Golden State Warriors,"19,596"
"Wed, Jan 7, 2015",10:30p,Los Angeles Clippers,114,Los Angeles Lakers,89,Los Angeles Clippers,"19,487"
"Thu, Jan 8, 2015",7:30p,Toronto Raptors,95,Charlotte Hornets,103,Charlotte Hornets,"19,800"
"Thu, Jan 8, 2015",8:00p,New York Knicks,96,Houston Rockets,120,Houston Rockets,"19,812"
"Thu, Jan 8, 2015",10:30p,Portland Trail Blazers,99,Miami Heat,83,Portland Trail Blazers,"19,441"
"Fri, Jan 9, 2015",7:00p,Indiana Pacers,107,Boston Celtics,103,Indiana Pacers,"18,165"
"Fri, Jan 9, 2015",7:30p,Brooklyn Nets,88,Philadelphia 76ers,90,Philadelphia 76ers,"16,172"
"Fri, Jan 9, 2015",7:30p,Detroit Pistons,103,Atlanta Hawks,106,Atlanta Hawks,"18,859"
"Fri, Jan 9, 2015",8:00p,New Orleans Pelicans,106,Memphis Grizzlies,95,New Orleans Pelicans,"17,639"
"Fri, Jan 9, 2015",8:00p,Oklahoma City Thunder,99,Utah Jazz,94,Oklahoma City Thunder,"18,203"
"Fri, Jan 9, 2015",8:00p,Washington Wizards,102,Chicago Bulls,86,Washington Wizards,"20,356"
"Fri, Jan 9, 2015",8:30p,Milwaukee Bucks,98,Minnesota Timberwolves,84,Milwaukee Bucks,"15,480"
"Fri, Jan 9, 2015",8:30p,San Antonio Spurs,100,Phoenix Suns,95,San Antonio Spurs,"18,581"
"Fri, Jan 9, 2015",10:00p,Sacramento Kings,108,Denver Nuggets,118,Denver Nuggets,"16,029"
"Fri, Jan 9, 2015",10:30p,Golden State Warriors,112,Cleveland Cavaliers,94,Golden State Warriors,"19,596"
"Fri, Jan 9, 2015",10:30p,Los Angeles Lakers,101,Orlando Magic,84,Los Angeles Lakers,"18,997"
"Sat, Jan 10, 2015",1:00p,New York Knicks,82,Charlotte Hornets,110,Charlotte Hornets,"19,812"
"Sat, Jan 10, 2015",3:30p,Los Angeles Clippers,120,Dallas Mavericks,100,Los Angeles Clippers,"19,060"
"Sat, Jan 10, 2015",7:30p,Detroit Pistons,98,Brooklyn Nets,93,Detroit Pistons,"19,301"
"Sat, Jan 10, 2015",7:30p,Philadelphia 76ers,93,Indiana Pacers,92,Philadelphia 76ers,"17,496"
"Sat, Jan 10, 2015",7:30p,Toronto Raptors,109,Boston Celtics,96,Toronto Raptors,"19,800"
"Sat, Jan 10, 2015",8:00p,Chicago Bulls,95,Milwaukee Bucks,87,Chicago Bulls,"21,781"
"Sat, Jan 10, 2015",8:00p,Houston Rockets,97,Utah Jazz,82,Houston Rockets,"18,235"
"Sat, Jan 10, 2015",8:00p,Minnesota Timberwolves,93,San Antonio Spurs,108,San Antonio Spurs,"17,871"
"Sat, Jan 10, 2015",10:00p,Portland Trail Blazers,103,Orlando Magic,92,Portland Trail Blazers,"19,546"
"Sun, Jan 11, 2015",3:00p,Atlanta Hawks,120,Washington Wizards,89,Atlanta Hawks,"18,057"
"Sun, Jan 11, 2015",3:30p,Los Angeles Clippers,90,Miami Heat,104,Miami Heat,"19,060"
"Sun, Jan 11, 2015",6:00p,Memphis Grizzlies,122,Phoenix Suns,110,Memphis Grizzlies,"17,212"
"Sun, Jan 11, 2015",9:00p,Sacramento Kings,103,Cleveland Cavaliers,84,Sacramento Kings,"16,143"
"Sun, Jan 11, 2015",9:30p,Los Angeles Lakers,94,Portland Trail Blazers,106,Portland Trail Blazers,"18,997"
"Mon, Jan 12, 2015",7:30p,Boston Celtics,108,New Orleans Pelicans,100,Boston Celtics,"16,905"
"Mon, Jan 12, 2015",7:30p,Brooklyn Nets,99,Houston Rockets,113,Houston Rockets,"16,115"
"Mon, Jan 12, 2015",7:30p,Toronto Raptors,111,Detroit Pistons,114,Detroit Pistons,"19,800"
"Mon, Jan 12, 2015",8:00p,Chicago Bulls,114,Orlando Magic,121,Orlando Magic,"21,302"
"Tue, Jan 13, 2015",7:00p,Indiana Pacers,101,Minnesota Timberwolves,110,Minnesota Timberwolves,"16,781"
"Tue, Jan 13, 2015",7:00p,Philadelphia 76ers,87,Atlanta Hawks,105,Atlanta Hawks,"10,466"
"Tue, Jan 13, 2015",7:00p,Washington Wizards,101,San Antonio Spurs,93,Washington Wizards,"18,116"
"Tue, Jan 13, 2015",9:00p,Phoenix Suns,107,Cleveland Cavaliers,100,Phoenix Suns,"16,819"
"Tue, Jan 13, 2015",9:00p,Utah Jazz,105,Golden State Warriors,116,Golden State Warriors,"19,911"
"Tue, Jan 13, 2015",10:00p,Sacramento Kings,104,Dallas Mavericks,108,Dallas Mavericks,"15,747"
"Tue, Jan 13, 2015",10:30p,Los Angeles Lakers,75,Miami Heat,78,Miami Heat,"18,997"
"Wed, Jan 14, 2015",7:00p,Charlotte Hornets,93,San Antonio Spurs,98,San Antonio Spurs,"17,309"
"Wed, Jan 14, 2015",7:00p,Orlando Magic,120,Houston Rockets,113,Orlando Magic,"16,828"
"Wed, Jan 14, 2015",7:30p,Brooklyn Nets,92,Memphis Grizzlies,103,Memphis Grizzlies,"16,516"
"Wed, Jan 14, 2015",7:30p,Detroit Pistons,94,New Orleans Pelicans,105,New Orleans Pelicans,"12,016"
"Wed, Jan 14, 2015",7:30p,Toronto Raptors,100,Philadelphia 76ers,84,Toronto Raptors,"19,800"
"Wed, Jan 14, 2015",8:00p,Boston Celtics,91,Atlanta Hawks,105,Atlanta Hawks,"16,067"
"Wed, Jan 14, 2015",8:00p,Chicago Bulls,99,Washington Wizards,105,Washington Wizards,"21,498"
"Wed, Jan 14, 2015",9:00p,Denver Nuggets,114,Dallas Mavericks,107,Denver Nuggets,"14,022"
"Wed, Jan 14, 2015",10:30p,Golden State Warriors,104,Miami Heat,89,Golden State Warriors,"19,596"
"Wed, Jan 14, 2015",10:30p,Portland Trail Blazers,94,Los Angeles Clippers,100,Los Angeles Clippers,"19,441"
"Thu, Jan 15, 2015",3:00p,Milwaukee Bucks,95,New York Knicks,79,Milwaukee Bucks,"18,689"
"Thu, Jan 15, 2015",8:00p,Houston Rockets,112,Oklahoma City Thunder,101,Houston Rockets,"18,315"
"Thu, Jan 15, 2015",10:30p,Los Angeles Lakers,102,Cleveland Cavaliers,109,Cleveland Cavaliers,"18,997"
"Fri, Jan 16, 2015",7:00p,Indiana Pacers,96,Detroit Pistons,98,Detroit Pistons,"17,558"
"Fri, Jan 16, 2015",7:00p,Orlando Magic,96,Memphis Grizzlies,106,Memphis Grizzlies,"18,141"
"Fri, Jan 16, 2015",7:00p,Philadelphia 76ers,96,New Orleans Pelicans,81,Philadelphia 76ers,"15,672"
"Fri, Jan 16, 2015",7:00p,Washington Wizards,80,Brooklyn Nets,102,Brooklyn Nets,"17,788"
"Fri, Jan 16, 2015",7:30p,Boston Celtics,103,Chicago Bulls,119,Chicago Bulls,"18,624"
"Fri, Jan 16, 2015",7:30p,Toronto Raptors,89,Atlanta Hawks,110,Atlanta Hawks,"19,800"
"Fri, Jan 16, 2015",8:00p,Oklahoma City Thunder,127,Golden State Warriors,115,Oklahoma City Thunder,"18,203"
"Fri, Jan 16, 2015",8:30p,Dallas Mavericks,97,Denver Nuggets,89,Dallas Mavericks,"20,337"
"Fri, Jan 16, 2015",8:30p,San Antonio Spurs,110,Portland Trail Blazers,96,San Antonio Spurs,"18,581"
"Fri, Jan 16, 2015",9:00p,Phoenix Suns,110,Minnesota Timberwolves,99,Phoenix Suns,"17,441"
"Fri, Jan 16, 2015",9:00p,Utah Jazz,94,Los Angeles Lakers,85,Utah Jazz,"19,911"
"Fri, Jan 16, 2015",10:00p,Sacramento Kings,83,Miami Heat,95,Miami Heat,"16,350"
"Fri, Jan 16, 2015",10:30p,Los Angeles Clippers,121,Cleveland Cavaliers,126,Cleveland Cavaliers,"19,380"
"Sat, Jan 17, 2015",7:00p,Charlotte Hornets,80,Indiana Pacers,71,Charlotte Hornets,"19,285"
"Sat, Jan 17, 2015",7:30p,Detroit Pistons,107,Philadelphia 76ers,89,Detroit Pistons,"15,496"
"Sat, Jan 17, 2015",8:00p,Brooklyn Nets,90,Washington Wizards,99,Washington Wizards,"17,732"
"Sat, Jan 17, 2015",8:00p,Chicago Bulls,99,Atlanta Hawks,107,Atlanta Hawks,"22,024"
"Sat, Jan 17, 2015",8:00p,Houston Rockets,106,Golden State Warriors,131,Golden State Warriors,"18,458"
"Sat, Jan 17, 2015",9:00p,Denver Nuggets,105,Minnesota Timberwolves,113,Minnesota Timberwolves,"14,821"
"Sat, Jan 17, 2015",9:00p,Memphis Grizzlies,102,Portland Trail Blazers,98,Memphis Grizzlies,"18,119"
"Sat, Jan 17, 2015",10:00p,Sacramento Kings,108,Los Angeles Clippers,117,Los Angeles Clippers,"16,601"
"Sun, Jan 18, 2015",3:30p,Toronto Raptors,93,New Orleans Pelicans,95,New Orleans Pelicans,"19,800"
"Sun, Jan 18, 2015",6:00p,Orlando Magic,99,Oklahoma City Thunder,127,Oklahoma City Thunder,"16,128"
"Sun, Jan 18, 2015",7:00p,San Antonio Spurs,89,Utah Jazz,69,San Antonio Spurs,"18,581"
"Mon, Jan 19, 2015",2:00p,Charlotte Hornets,105,Minnesota Timberwolves,80,Charlotte Hornets,"17,989"
"Mon, Jan 19, 2015",2:00p,Washington Wizards,111,Philadelphia 76ers,76,Washington Wizards,"19,040"
"Mon, Jan 19, 2015",2:30p,Atlanta Hawks,93,Detroit Pistons,82,Atlanta Hawks,"19,108"
